shader,000_SKY_1ST,000_SKY_2ND,Light_Directional_use_implicit_lighting,PLANARMAP0AXIS,PLANARMAP1AXIS,PLANARMAP2AXIS,SPECULARMODE,SWITCH_ALPHATEST,SWITCH_BILLBOARD,SWITCH_BILLBOARDY,SWITCH_BILLBOARDY_PAT,SWITCH_BILLBOARDY_PAT_S,SWITCH_CHRLIGHT,SWITCH_CRYSTAL,SWITCH_DEPTHALPHA,SWITCH_DIFFUSEMAP0,SWITCH_DIFFUSEMAP1,SWITCH_DIFFUSEMAP1EDGEALPHA,SWITCH_DIFFUSEMAP2,SWITCH_DIFFUSEMAPCOLOR0,SWITCH_DIFFUSEMAPCOLOR1,SWITCH_DIFFUSEMAPCOLOR2,SWITCH_DISSOLVE,SWITCH_DITHERDISABLE,SWITCH_DOUBLESIDE,SWITCH_DUDVENABLE0,SWITCH_DUDVENABLE1,SWITCH_DUDVENABLE2,SWITCH_DUDVMAP,SWITCH_EDGEBIAS_TEX0_ALPHA,SWITCH_ENVMAP0,SWITCH_FACE_LIGHT_ADJUST,SWITCH_FAKE_SPECULAR,SWITCH_GEOMETRYMORPH,SWITCH_GLOW,SWITCH_GLOWMAP0,SWITCH_GLOWMAP0EDGEALPHA,SWITCH_GLOWMAP1,SWITCH_GLOWMAP_FOGINT,SWITCH_GRENDEL,SWITCH_HEIGHTMAPBLEND,SWITCH_HIGHLIGHT,SWITCH_LOD,SWITCH_MASKMAP0,SWITCH_MASKMAP1,SWITCH_MASKMAP2,SWITCH_METAL,SWITCH_MULTIPASS_SRC,SWITCH_MULTIPASS_TGT,SWITCH_NEARFADE,SWITCH_NOLIGHT,SWITCH_NORMALMAP0,SWITCH_NORMALMAP1,SWITCH_NORMALMAP2,SWITCH_OUTLINE,SWITCH_PARALLAXMAP0,SWITCH_PARALLAXMAP1,SWITCH_PARALLAXMAP2,SWITCH_PLANARMAP0,SWITCH_PLANARMAP0_ROTATE,SWITCH_PLANARMAP1,SWITCH_PLANARMAP1_ROTATE,SWITCH_PLANARMAP1_SINGLESIDE,SWITCH_PLANARMAP2,SWITCH_PLANARMAP2_SINGLESIDE,SWITCH_PLANTGROW,SWITCH_PRE_TRANSPARENT,SWITCH_RAYMARCH_SHADOW,SWITCH_REFRACTION,SWITCH_RIMALPHA,SWITCH_SCALE_UV_SYNC0,SWITCH_SCALE_UV_SYNC1,SWITCH_SCALE_UV_SYNC2,SWITCH_SHADOWONLY,SWITCH_SHADOWRECEIVE,SWITCH_SHAKING,SWITCH_SHAKINGVCOLOR,SWITCH_SPECULAR_MASK_BY_COLOR0_B,SWITCH_SPECULAR_PITCH_ADJUST,SWITCH_SPHEREMAP,SWITCH_SSR,SWITCH_TONEMAPPING,SWITCH_TOONMAP,SWITCH_TOONMASK,SWITCH_TRANSLUCENTMAP,SWITCH_VERTEXCOLOR,SWITCH_VERTEXCOLOR0,SWITCH_VERTEXCOLOR1,SWITCH_WATER_RIPPLE,SWITCH_WATER_RIPPLE_SOURCE,SWITCH_ZPREPASS,Switch_AlphaTest,Switch_Billboard,Switch_BillboardY,Switch_BillboardY_Pat,Switch_BillboardY_Pat_S,Switch_ChrLight,Switch_Crystal,Switch_DUDVEnable0,Switch_DUDVEnable1,Switch_DUDVEnable2,Switch_DUDVMap,Switch_DepthAlpha,Switch_DiffuseMap0,Switch_DiffuseMap1,Switch_DiffuseMap1EdgeAlpha,Switch_DiffuseMap2,Switch_DiffuseMap2EdgeAlpha,Switch_DiffuseMapColor0,Switch_DiffuseMapColor1,Switch_DiffuseMapColor2,Switch_Dissolve,Switch_DitherDisable,Switch_DitherTransparent,Switch_DoubleSide,Switch_EdgeBias_Tex0_Alpha,Switch_EnvMap0,Switch_Face_Light_Adjust,Switch_Fake_Specular,Switch_GeometryMorph,Switch_Glow,Switch_GlowMap0,Switch_GlowMap0EdgeAlpha,Switch_GlowMap1,Switch_GlowMap1EdgeAlpha,Switch_GlowMap_FogInt,Switch_Grendel,Switch_HeightMapBlend,Switch_HighLight,Switch_InteriorMap,Switch_Lod,Switch_MaskMap0,Switch_MaskMap1,Switch_MaskMap2,Switch_Metal,Switch_Mirror,Switch_MultiPass_Src,Switch_MultiPass_Tgt,Switch_NearFade,Switch_NoLight,Switch_NormalMap0,Switch_NormalMap1,Switch_NormalMap2,Switch_Outline,Switch_ParallaxMap0,Switch_ParallaxMap1,Switch_ParallaxMap2,Switch_PlanarMap0,Switch_PlanarMap0_Rotate,Switch_PlanarMap1,Switch_PlanarMap1_Rotate,Switch_PlanarMap1_SingleSide,Switch_PlanarMap2,Switch_PlanarMap2_Rotate,Switch_PlanarMap2_SingleSide,Switch_PlantGrow,Switch_Pre_Transparent,Switch_RayMarch_Shadow,Switch_Refraction,Switch_RimAlpha,Switch_SSR,Switch_Scale_UV_Sync0,Switch_Scale_UV_Sync1,Switch_Scale_UV_Sync2,Switch_ShadowOnly,Switch_ShadowReceive,Switch_Shaking,Switch_ShakingVColor,Switch_ShardSearch,Switch_Specular_Mask_By_Color0_B,Switch_Specular_Pitch_Adjust,Switch_SphereMap,Switch_ToneMapping,Switch_ToonMap,Switch_ToonMask,Switch_TranslucentMap,Switch_VertexColor,Switch_VertexColor0,Switch_VertexColor1,Switch_WaterMulti,Switch_Water_Ripple,Switch_Water_Ripple_Source,Switch_ZPrePass,TEX1BLENDMODE,TEX2BLENDMODE,TEX4BLENDMODE,frozen,isShadowEnable_g,isSwatchRender_g,lightEnable_g,noOutputMrt_g,postTransparent_g
monster#4d81740253043eca,,mon5261.mdl,1,,,,1,,,,,,-1,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,-1,,-1,,,-1,,,,,,,,,,,,,-1,,,,,,,-1,,,,,,,,-1,,,,,-1,,,,0,0,,,,1,0,0,0,0,0,0,1,0,,0,,0,0,0,0,,,0,0,,,,,0,,,,,,,,,,,1,0,,0,,,,1,0,1,0,,1,,,,,,,,,,,,,,1,,0,,,,,0,1,,,,,,0,,1,,0,,0,1,,,,,0,0,,0,0,0,0,,0
monster#4f49d72d58de2dfe,ef_obj_d005.mdl,,0,,,,0,,,,,,,,,-1,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,0,0,,,,,0,0,0,0,0,0,1,0,,0,,1,0,0,,,,0,,,,,,0,,,,,,0,,,,,0,0,,0,,,,0,1,0,0,,,,,,,,,,,,,,,,,,0,,,,,0,0,,,,,,,0,0,,0,,0,1,,,,,0,0,,0,0,,0,,0
monster#4f7dac7276b18f49,,equ0014.mdl,1,,,,1,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,-1,,,-1,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,-1,,,,,,,,,0,0,,,,0,0,0,0,0,0,0,1,0,,0,,0,0,0,0,,,0,0,,,,,0,,,,,,,,,,,1,0,,0,,,,0,0,1,0,,1,,,,,,,,,,,,,,0,,0,,,,,0,1,,,,,,0,,1,,0,,0,0,,,,,0,0,,0,0,0,0,,0
monster#506323464805147f,mon5016.mdl,mon5016.mdl,1,,,,0,,,,,,-1,,,-1,,,-1,,,-1,-1,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,-1,,,,,,,,,0,0,,,,1,0,0,0,1,0,0,1,0,,1,,0,0,1,1,,,0,0,,,,,0,,,,,,,,,,,0,0,,0,,,,0,0,0,1,,1,,,,,,,,,,,,,,0,,0,,,,,0,1,,,,,,0,,1,,0,,0,0,,,,,0,2,,0,0,0,0,,0
monster#50e1a358ce598f83,,mon5246.mdl,1,,,,1,,,,,,-1,,,-1,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,-1,,,-1,,,,,,,,,,,,,,,,,,,,-1,,,,,-1,,,-1,,,,,,,,,0,0,,,,1,0,0,0,0,0,0,1,0,,0,,0,0,0,1,,,0,0,,,,,0,,,,,,,,,,,1,0,,0,,,,0,0,1,0,,1,,,,,,,,,,,,,,0,,0,,,,,0,1,,,,,,1,,1,,0,,0,0,,,,,2,0,,0,0,0,0,,0
monster#529df1bc1bcda9be,ef_obj_y006.mdl,,1,,,,1,-1,,,,,,,,-1,,,,-1,,,,,-1,,,,,,,,,,-1,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,-1,,,,,,,,,1,0,,,,,0,0,0,0,0,0,1,0,,0,,1,0,0,,,,1,,,,,,1,,,,,,0,,,,,0,0,,0,,,,0,0,1,0,,,,,,,,,,,,,,,,,,0,,,,,0,1,,,,,,,0,1,,0,,0,0,,,,,0,0,,0,0,,0,,0
monster#53604e60b73b5bba,ef_obj_a349.mdl,ef_obj_a349.mdl,1,,,,1,,,,,,,,,-1,,,,,,,-1,,,,,,,-1,,,,,-1,,,,,,,,,-1,,,-1,,,,,-1,,,-1,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,-1,,,,,,,,,0,0,,,,0,0,0,0,0,0,0,1,0,,0,,0,0,0,1,,,0,1,,,,,1,,,,,,,,,,,1,0,,1,,,,0,0,1,0,,1,,,,,,,,,,,,,,0,,0,,,,,0,1,,,,,,0,,1,,0,,0,0,,,,,0,0,,0,0,0,0,,0
monster#5360d85d9b625ae1,etc0055.mdl,etc0055.mdl,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,0,0,,,,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,,,0,0,,,,,0,,,,,,,,,,,0,0,,0,,,,0,0,0,0,,0,,,,,,,,,,,,,,0,,0,,,,,1,0,,,,,,0,,0,,0,,0,0,,,,,0,0,,0,0,0,0,,0
monster#536f74748e7b3267,,mon5265.mdl,0,,,,1,,,,,,-1,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,-1,,,,,-1,,,-1,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,-1,,,,,-1,,,,0,0,,,,1,0,0,0,0,0,0,1,0,,0,,0,0,0,0,,,0,0,,,,,0,,,,,,,,,,,1,0,,1,,,,0,0,1,0,,1,,,,,,,,,,,,,,0,,0,,,,,0,1,,,,,,0,,1,,0,,0,1,,,,,0,0,,0,0,0,0,,0
monster#5371b9985d6008cf,ef_obj_z046.mdl,,1,,,,0,,,,,,,,,-1,-1,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,0,0,,,,,0,0,0,0,0,0,1,1,,0,,0,0,0,,,,1,,,,,,0,,,,,,0,,,,,0,0,,0,,,,0,1,0,0,,,,,,,,,,,,,,,,,,0,,,,,0,0,,,,,,,0,0,,0,,0,1,,,,,3,0,,0,0,,0,,0
monster#53b99aca505c886c,ef_obj_a095.mdl,ef_obj_a346.mdl,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,0,0,,,,,0,0,0,0,0,0,0,0,,0,,0,0,0,,,,0,,,,,,0,,,,,,0,,,,,0,0,,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,0,,,,,1,0,,,,,,,0,0,,0,,0,0,,,,,0,0,,0,0,,0,,0
monster#54e28841809a5aae,,ef_obj_a406.mdl,1,,,,1,-1,,,,,,,,-1,-1,,-1,-1,,,-1,,-1,-1,-1,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,1,0,,,,0,0,1,1,0,1,0,1,1,,1,,1,0,0,1,,,1,0,,,,,0,,,,,,,,,,,0,0,,0,,,,0,0,0,0,,0,,,,,,,,,,,,,,0,,0,,,,,0,0,,,,,,0,,1,,0,,0,0,,,,,4,4,,0,0,0,0,,0
monster#55239e561ad8da8b,ef_obj_a216.mdl,,1,,,,0,-1,,,,,,,,-1,,,,-1,,,,,-1,-1,,,-1,,,,,,,,,,,,,,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,-1,-1,,,,1,0,,,,,0,1,0,0,1,0,1,0,,0,,1,0,0,,,,1,,,,,,0,,,,,,0,,,,,0,0,,0,,,,1,1,0,0,,,,,,,,,,,,,,,,,,0,,,,,0,0,,,,,,,1,0,,0,,1,1,,,,,0,0,,0,0,,0,,1
monster#5597d594fd578d8c,ef_obj_w030.mdl,ef_obj_o023.mdl,1,,,,1,,,,,,-1,,,-1,,,,,,,,,-1,,,,,-1,,,,,-1,,,,,,,,,-1,,,,,,,,-1,,,-1,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,-1,,,,,,,,,0,0,,,,1,0,0,0,0,0,0,1,0,,0,,0,0,0,0,,,1,1,,,,,1,,,,,,,,,,,1,0,,0,,,,0,0,1,0,,1,,,,,,,,,,,,,,0,,0,,,,,0,1,,,,,,0,,1,,0,,0,0,,,,,0,0,,0,0,0,0,,0
monster#55cbd9372dd032db,,ef_obj_m021.mdl,1,,,,0,,,,,,,,,-1,,,,-1,,,,,-1,,,,,-1,,,,,,,,,,,,,,-1,,,,,,,,-1,,,-1,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,-1,,,,,,,,,0,0,,,,0,0,0,0,0,0,0,1,0,,0,,1,0,0,0,,,1,1,,,,,0,,,,,,,,,,,1,0,,0,,,,0,0,1,0,,1,,,,,,,,,,,,,,0,,0,,,,,0,1,,,,,,0,,1,,0,,0,0,,,,,0,0,,0,0,0,0,,0
monster#55fee364cfe457b5,,mon5254_c10.mdl,1,,,,1,,,,,,,,,-1,,,,,,,-1,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,-1,,,,,,,,,0,0,,,,0,0,0,0,0,0,0,1,0,,0,,0,0,0,1,,,0,0,,,,,1,,,,,,,,,,,0,0,,0,,,,0,0,0,0,,0,,,,,,,,,,,,,,0,,0,,,,,0,1,,,,,,0,,1,,0,,0,0,,,,,0,0,,0,0,0,0,,0
monster#5675e50eae1359b8,ef_obj_z027.mdl,,1,,,,1,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,-1,,,-1,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,0,0,,,,,0,0,0,0,0,0,1,0,,0,,0,0,0,,,,0,,,,,,1,,,,,,0,,,,,1,0,,1,,,,0,0,1,0,,,,,,,,,,,,,,,,,,0,,,,,0,0,,,,,,,0,1,,0,,0,0,,,,,0,0,,0,0,,0,,0
monster#56d7d34def1126ec,mon5073.mdl,mon5073.mdl,1,,,,1,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,-1,,,,,,,,,0,0,,,,0,1,0,0,0,0,0,1,0,,0,,0,0,0,0,,,0,0,,,,,0,,,,,,,,,,,0,0,,0,,,,0,0,0,0,,1,,,,,,,,,,,,,,0,,0,,,,,0,1,,,,,,0,,1,,0,,0,0,,,,,0,0,,0,0,0,0,,0
monster#56e3f0382eadc344,ef_obj_a193.mdl,,1,,,,0,,,,,,,,,-1,,,,-1,,,,,-1,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,0,0,,,,,0,0,0,0,0,0,1,0,,0,,1,0,0,,,,1,,,,,,1,,,,,,0,,,,,0,0,,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,0,,,,,0,0,,,,,,,1,0,,0,,0,0,,,,,0,0,,0,0,,0,,1
monster#56ffc6e6d6d7be8f,mon5016_c00.mdl,mon5016_c00.mdl,1,,,,0,,,,,,-1,,,-1,,,-1,,,,-1,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,-1,,,,,,,,,0,0,,,,1,0,0,0,1,0,0,1,0,,1,,0,0,0,1,,,0,0,,,,,0,,,,,,,,,,,0,0,,0,,,,0,0,0,1,,1,,,,,,,,,,,,,,0,,0,,,,,0,1,,,,,,0,,1,,0,,0,0,,,,,0,2,,0,0,0,0,,0
monster#5730b6e0d4daa54f,ef_obj_a197.mdl,,1,,,,1,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,-1,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,0,0,,,,,0,0,0,0,0,0,1,0,,0,,0,0,0,,,,0,,,,,,1,,,,,,0,,,,,0,0,,1,,,,0,0,1,0,,,,,,,,,,,,,,,,,,0,,,,,0,0,,,,,,,1,0,,0,,0,0,,,,,0,0,,0,0,,0,,0
monster#580efbbab8c18a9e,,mon5221.mdl,0,,,,1,,,,,,-1,,,-1,-1,,,,,,,,,,,,,-1,,,,,,,,,,,,,,-1,,,,,,,,-1,,,-1,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,-1,,,,,,,,,0,0,,,,1,0,0,0,0,0,0,1,1,,0,,0,0,0,0,,,0,1,,,,,0,,,,,,,,,,,1,0,,0,,,,0,0,1,0,,1,,,,,,,,,,,,,,0,,0,,,,,0,1,,,,,,0,,1,,0,,0,0,,,,,0,0,,0,0,0,0,,0
monster#58b75f90fce2404a,,miyanishi.mdl,1,,,,1,-1,,,,,,,,-1,-1,,-1,-1,,,,,-1,-1,-1,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,-1,,,,,,,,,1,0,,,,0,0,1,1,0,1,0,1,1,,1,,1,0,0,0,,,1,0,,,,,0,,,,,,,,,,,0,0,,0,,,,0,0,0,0,,0,,,,,,,,,,,,,,0,,0,,,,,0,1,,,,,,0,,1,,0,,0,0,,,,,4,4,,0,0,0,0,,0
monster#58e95d83fef90df9,,mon5213.mdl,1,,,,0,,,,,,-1,,,-1,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,-1,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,-1,,,,,,,,,0,0,,,,1,0,0,0,0,0,0,1,0,,0,,0,0,0,1,,,1,0,,,,,0,,,,,,,,,,,0,0,,0,,,,0,0,1,0,,1,,,,,,,,,,,,,,0,,0,,,,,0,1,,,,,,0,,1,,0,,0,0,,,,,0,0,,0,0,0,0,,0
monster#59b84f5a9ba496a4,mon5013.mdl,mon5013.mdl,1,,,,1,,,,,,-1,,,-1,,,,,,,-1,,,,,,,,,,,,-1,,,,,,,,,-1,,,,,,,,-1,,,-1,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,-1,,,,,,,,,0,0,,,,1,0,0,0,0,0,0,1,0,,0,,0,0,0,1,,,0,0,,,,,1,,,,,,,,,,,1,0,,0,,,,0,0,1,0,,1,,,,,,,,,,,,,,0,,0,,,,,0,1,,,,,,0,,1,,0,,0,0,,,,,0,0,,0,0,0,0,,0
monster#5aac8114744ad49e,,ef_obj_o004.mdl,1,,,,1,,,,,,-1,,,-1,-1,,,-1,,,,,,-1,-1,,-1,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,-1,,,,,,,,,0,0,,,,1,0,1,1,0,1,0,1,1,,0,,1,0,0,0,,,0,0,,,,,0,,,,,,,,,,,0,0,,0,,,,0,0,1,0,,0,,,,,,,,,,,,,,0,,0,,,,,0,1,,,,,,0,,1,,0,,0,0,,,,,2,0,,0,0,0,0,,0
monster#5b0b0619ae54df15,ef_shp_y002.mdl,ef_shp_y002.mdl,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,0,0,,,,,0,0,0,0,0,0,0,0,,0,,0,0,0,,,,0,,,,,,0,,,,,,0,,,,,0,0,,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,0,,,,,0,1,,,,,,,0,0,,0,,0,0,,,,,0,0,,0,0,,0,,0
monster#5b7f1f15800c300b,mon5024.mdl,mon5070.mdl,1,,,,1,,,,,,,,,-1,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,-1,,,-1,,,,,,,,,,,,,-1,,,,,,,-1,,,,,,,,-1,,,,,,,,,0,0,,,,0,0,0,0,0,0,0,1,0,,0,,0,0,0,1,,,0,0,,,,,0,,,,,,,,,,,1,0,,0,,,,0,0,1,0,,1,,,,,,,,,,,,,,1,,0,,,,,0,1,,,,,,0,,1,,0,,0,0,,,,,0,0,,0,0,0,0,,0
monster#5c44f37b91d9e03d,,ef_obj_a341.mdl,1,,,,1,,,,,,-1,,,-1,,,,-1,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,-1,,,,,,,,,0,0,,,,1,0,0,0,0,0,0,1,0,,0,,1,0,0,0,,,0,0,,,,,1,,,,,,,,,,,0,0,,0,,,,0,0,0,0,,1,,,,,,,,,,,,,,0,,0,,,,,0,1,,,,,,0,,1,,0,,0,0,,,,,0,0,,0,0,0,0,,0
monster#5c78611bfe989b6c,,mon5217.mdl,1,,,,1,,,,,,-1,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,-1,,,,,,,,,,,,,-1,,,,,,,-1,,,,,,,,-1,,,,,,,,,0,0,,,,1,0,0,0,0,0,0,1,1,,0,,0,0,0,0,,,0,0,,,,,0,,,,,,,,,,,0,0,,0,,,,0,0,1,0,,1,,,,,,,,,,,,,,1,,0,,,,,0,1,,,,,,0,,1,,0,,0,0,,,,,1,0,,0,0,0,0,,0
monster#5ce7ff066f116e45,monm000_mat.mdl,monm000_mat.mdl,1,,,,0,-1,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,0,0,0,0,0,0,0,1,1,,0,,0,0,0,0,,,0,0,,,,,0,,,,,,,,,,,0,0,,0,,,,0,0,0,0,,0,,,,,,,,,,,,,,0,,0,,,,,0,0,,,,,,0,,0,,0,,0,0,,,,,4,0,,0,0,0,0,,0
monster#5cfd2cce49246c16,,mon5261.mdl,1,,,,0,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,0,0,0,0,0,0,0,1,0,,0,,0,0,0,0,,,0,0,,,,,0,,,,,,,,,,,0,0,,0,,,,1,0,0,0,,0,,,,,,,,,,,,,,0,,0,,,,,0,0,,,,,,0,,0,,0,,0,0,,,,,0,0,,0,0,0,0,,0
monster#5d0186da61583e8b,,mon5246_c01.mdl,1,,,,1,,,,,,-1,,,-1,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,-1,,,-1,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,-1,,,,,,,,,0,0,,,,1,0,0,0,0,0,0,1,0,,0,,0,1,0,1,,,0,0,,,,,0,,,,,,,,,,,1,0,,0,,,,0,0,1,0,,1,,,,,,,,,,,,,,0,,0,,,,,0,1,,,,,,0,,1,,0,,0,0,,,,,1,0,,0,0,0,0,,0
monster#5e09a8dd46c237ab,,ef_shp_o032.mdl,1,,,,0,,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,0,0,0,0,0,0,0,1,1,,0,,0,0,0,0,,,0,0,,,,,0,,,,,,,,,,,0,0,,0,,,,0,1,0,0,,0,,,,,,,,,,,,,,0,,0,,,,,0,0,,,,,,0,,0,,0,,0,0,,,,,4,0,,0,0,0,0,,0
monster#5f4ea5ed9e80f0aa,,ef_obj_a406.mdl,1,,,,1,-1,,,,,,,,-1,-1,,-1,,,,-1,,-1,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,1,0,,,,0,0,1,1,1,1,0,1,1,,1,,0,0,0,1,,,1,0,,,,,0,,,,,,,,,,,0,0,,0,,,,0,0,0,0,,0,,,,,,,,,,,,,,0,,0,,,,,0,0,,,,,,0,,1,,0,,0,0,,,,,4,4,,0,0,0,0,,0
monster#5fd8a6446bd6e3e3,ef_obj_m011.mdl,,1,,,,0,,,,,,,,,-1,,,,,,,,,,-1,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,-1,,,,,-1,,,,,0,0,,,,,0,1,0,0,1,0,1,0,,0,,0,0,0,,,,0,,,,,,0,,,,,,0,,,,,0,0,,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,1,,,,,0,0,,,,,,,1,0,,0,,1,0,,,,,0,0,,0,0,,0,,0
monster#5fe26dd4ac0b85ba,,mon5253.mdl,1,,,,1,,,,,,-1,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,-1,,-1,,,-1,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,-1,,,,,-1,,,,0,0,,,,1,0,0,0,0,0,0,1,0,,0,,0,0,0,0,,,0,0,,,,,0,,,,,,,,,,,1,0,,0,,,,1,0,1,0,,1,,,,,,,,,,,,,,0,,0,,,,,0,1,,,,,,0,,1,,0,,0,1,,,,,0,0,,0,0,0,0,,0
monster#60f32de9550e4ca6,mon5045.mdl,mon5045.mdl,1,,,,0,,,,,,,,,-1,,,,,,,-1,,,,,,,-1,,,,,,,,,,,,,,-1,,,,,,,,-1,,,-1,,,,,,,,,,,,,-1,,,,,,,-1,,,,,,,,-1,,,,,,,,,0,0,,,,0,0,0,0,0,0,0,1,0,,0,,0,0,0,1,,,0,1,,,,,0,,,,,,,,,,,1,0,,0,,,,0,0,1,0,,1,,,,,,,,,,,,,,1,,0,,,,,0,1,,,,,,0,,1,,0,,0,0,,,,,0,0,,0,0,0,0,,0
monster#6133756ae3fac0a1,ef_shp_a160.mdl,ef_shp_a160.mdl,1,,,,0,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,0,0,0,0,0,0,0,0,,0,,0,0,0,,,,1,,,,,,0,,,,,,0,,,,,0,0,,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,0,,,,,0,0,,,,,,,0,0,,0,,0,0,,,,,0,0,,0,0,,0,,0
monster#616d816a342578ef,,ob_e22_000.mdl,1,,,,1,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,0,0,,,,0,0,0,0,0,0,0,1,0,,0,,0,0,0,0,,,0,0,,,,,0,,,,,,,,,,,0,0,,0,,,,0,0,0,0,,0,,,,,,,,,,,,,,0,,0,,,,,0,1,,,,,,0,,0,,0,,0,0,,,,,0,0,,0,0,0,0,,0
