shader,YS_X,YS_Y,Light_Directional_use_implicit_lighting,SPECULARMODE,SWITCH_ALPHATEST,SWITCH_BACKLIGHTGRADATION,SWITCH_BILLBOARD,SWITCH_BILLBOARDY,SWITCH_CAUSTICS,SWITCH_DEFORMATION,SWITCH_DEPTHALPHA,SWITCH_DIFFUSEMAP0,SWITCH_DIFFUSEMAP1,SWITCH_DIFFUSEMAP2,SWITCH_DIFFUSEMAPCOLOR0,SWITCH_DIFFUSEMAPCOLOR1,SWITCH_DIFFUSEMAPCOLOR2,SWITCH_DISSOLVE,SWITCH_DITHERDISABLE,SWITCH_DITHERTRANSPARENT,SWITCH_DOUBLESIDE,SWITCH_DUDVENABLE0,SWITCH_DUDVENABLE1,SWITCH_DUDVENABLE2,SWITCH_DUDVMAP,SWITCH_FRESNELVERTEXNORMAL,SWITCH_GHOST,SWITCH_GLOW,SWITCH_HEIGHTMAP,SWITCH_HIGHLIGHT,SWITCH_HIGHLIGHTEDGE,SWITCH_MANACHAIN,SWITCH_MASKMAP0,SWITCH_MASKMAP1,SWITCH_MASKMAP2,SWITCH_METAL,SWITCH_MULTICOLOR,SWITCH_NOLIGHT,SWITCH_NORMALMAP0,SWITCH_NORMALMAP1,SWITCH_NORMALMAP2,SWITCH_NOSESIDELIGHT,SWITCH_OUTLINE,SWITCH_POINTLIGHTNORMALDISABLE,SWITCH_RANDOMBLEND,SWITCH_REFRACTION,SWITCH_RIMALPHA,SWITCH_SHADOWONLY,SWITCH_SHADOWRECEIVE,SWITCH_SHAKING,SWITCH_SHAKINGVCOLOR,SWITCH_SPHEREMAP,SWITCH_TOONMAP,SWITCH_VERTEXCOLOR,SWITCH_VERTEXCOLOR0,SWITCH_VERTEXCOLOR1,Switch_AlphaTest,Switch_BacklightGradation,Switch_Billboard,Switch_BillboardY,Switch_Caustics,Switch_DUDVEnable0,Switch_DUDVEnable1,Switch_DUDVEnable2,Switch_DUDVMap,Switch_Deformation,Switch_DepthAlpha,Switch_DiffuseMap0,Switch_DiffuseMap1,Switch_DiffuseMap2,Switch_DiffuseMapColor0,Switch_DiffuseMapColor1,Switch_DiffuseMapColor2,Switch_Dissolve,Switch_DitherDisable,Switch_DitherTransparent,Switch_DoubleSide,Switch_FresnelVertexNormal,Switch_Ghost,Switch_Glow,Switch_HeightMap,Switch_HighLight,Switch_HighLightEdge,Switch_ManaChain,Switch_MaskMap0,Switch_MaskMap1,Switch_MaskMap2,Switch_Metal,Switch_MultiColor,Switch_NoLight,Switch_NormalMap0,Switch_NormalMap1,Switch_NormalMap2,Switch_NoseSideLight,Switch_Outline,Switch_PointLightNormalDisable,Switch_RandomBlend,Switch_Refraction,Switch_RimAlpha,Switch_ShadowOnly,Switch_ShadowReceive,Switch_Shaking,Switch_ShakingVColor,Switch_SphereMap,Switch_ToonMap,Switch_VertexColor,Switch_VertexColor0,Switch_VertexColor1,TEX1BLENDMODE,TEX2BLENDMODE,frozen,isShadowEnable_g,lightEnable_g,noseSideLightTest_g,swatchRender_g
map#ad6b5300c6f65590,ef_obj_a283.mdl,,1,1,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,-1,,,,0,,0,0,,0,0,0,0,,0,1,0,0,0,0,0,,0,,0,,,0,0,,0,0,0,0,0,0,,0,1,0,0,,0,0,0,,0,0,0,0,0,,1,,0,0,0,0,0,0,0,,0
map#adb2526e233cd26d,mp_m9200s.mdl,,1,0,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,-1,,-1,,,,,,-1,,,,,,,,,,-1,,,,-1,,-1,,0,,0,0,,0,0,0,0,,0,1,1,0,0,0,0,,0,,0,,,0,0,,1,0,1,0,0,0,,0,1,0,0,,0,0,0,,0,0,1,0,0,,1,,1,0,0,0,0,0,0,,0
map#adbb6976f230a580,mp_m1101.mdl,,1,0,-1,,,,,,,-1,,,,,,,,,,,,,,,,,,,-1,,-1,,,,,,-1,,,,,,,,,,,,,,-1,,,,1,,0,0,,0,0,0,0,,0,1,0,0,0,0,0,,0,,0,,,0,0,,1,0,1,0,0,0,,0,1,0,0,,0,0,0,,0,0,0,0,0,,1,,0,0,0,0,0,0,0,,0
map#adbd2a7d4a37dd47,o_s01shi41.mdl,,1,1,-1,,,,,,,-1,,,,,,,-1,,,,,,,,,,,,,,-1,,,,,,-1,,,,,,,,,,-1,,,,-1,,,-1,1,,0,0,,0,0,0,0,,0,1,0,0,0,0,0,,1,,0,,,0,0,,0,0,1,0,0,0,,0,1,0,0,,0,0,0,,0,0,1,0,0,,1,,0,1,0,0,0,0,0,,0
map#af2845fc8af04715,mp_m4100.mdl,,1,0,,,,,,,,-1,-1,,-1,,,,-1,,,,,,,,,,-1,,-1,,-1,-1,,,,,-1,-1,,,,,,,,,-1,,,,-1,,-1,,0,,0,0,,0,0,0,0,,0,1,1,0,1,0,0,,1,,0,,,0,1,,1,0,1,1,0,0,,0,1,1,0,,0,0,0,,0,0,1,0,0,,1,,1,0,0,0,0,0,0,,0
map#af712f20da704bcd,mp_m1110.mdl,,1,0,,,,,,,-1,-1,,,,,,,,,,-1,,,-1,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,0,,0,0,,1,0,0,1,,1,1,0,0,0,0,0,,0,,0,,,0,0,,0,0,0,0,0,0,,0,0,0,0,,0,0,0,,0,0,1,0,0,,0,,0,0,0,0,0,0,0,,0
map#b049216f280063f7,o_m92hou00b.mdl,,1,0,,,,,,,,-1,-1,,,,,,-1,,,,,,,,,,,,-1,,-1,,,,,,-1,,,,,,,,,,-1,,,,-1,,-1,,0,,0,0,,0,0,0,0,,0,1,1,0,0,0,0,,1,,0,,,0,0,,1,0,1,0,0,0,,0,1,0,0,,0,0,0,,0,0,1,0,0,,1,,1,0,0,0,0,0,0,,0
map#b0c8737a511f7f35,o_m11kmo53_l1.mdl,,1,1,,,,,,,,-1,,,,,,,,,-1,,,,,,,,,,-1,,-1,,,-1,,,,,,,,,,,,,-1,,,,,,,,0,,0,0,,0,0,0,0,,0,1,0,0,0,0,0,,0,,1,,,0,0,,1,0,1,0,0,1,,0,0,0,0,,0,0,0,,0,0,1,0,0,,0,,0,0,0,0,0,0,0,,0
map#b0dfefebd52492ec,ef_obj_m004.mdl,,1,1,,,,,,,,-1,,,,,,,-1,,,,,,,,,-1,,,-1,,-1,,,-1,,,-1,,,,,,,,,,-1,,,,-1,,,,0,,0,0,,0,0,0,0,,0,1,0,0,0,0,0,,1,,0,,,1,0,,1,0,1,0,0,1,,0,1,0,0,,0,0,0,,0,0,1,0,0,,1,,0,0,0,0,0,0,0,,0
map#b0fae73c81272e68,o_m21plt31b.mdl,,1,1,,,,,,,,-1,,,-1,,,,,,,,,,,,,-1,,,,,,,,-1,,,-1,,,,,,,,,,-1,,,,,,,,0,,0,0,,0,0,0,0,,0,1,0,0,1,0,0,,0,,0,,,1,0,,0,0,0,0,0,1,,0,1,0,0,,0,0,0,,0,0,1,0,0,,0,,0,0,0,0,0,0,0,,0
map#b10fde5e25f339ee,test_mp_s0001.mdl,,1,0,-1,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,-1,,-1,-1,,,,,-1,-1,,,,,,,,,-1,,,,-1,,-1,-1,1,,0,0,,0,0,0,0,,0,1,1,0,0,0,0,,0,,0,,,0,0,,1,,1,1,0,0,,0,1,1,0,,0,0,0,,0,0,1,0,0,,1,,1,1,0,0,0,0,0,,0
map#b1142cb3a6e7c1aa,o_t12etc11c.mdl,,1,1,,,,,,,,-1,-1,,,-1,,,-1,,,,,,,,,,,,-1,,-1,,,,,,-1,-1,,,,,,,,,-1,,,,-1,,-1,-1,0,,0,0,,0,0,0,0,,0,1,1,0,0,1,0,,1,,0,,,0,0,,1,0,1,0,0,0,,0,1,1,0,,0,0,0,,0,0,1,0,0,,1,,1,1,0,0,0,0,0,,0
map#b234c28ad5ac015f,mp_m2130.mdl,,1,0,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,-1,,,,,,,,-1,-1,,,,,,,,,-1,,,,-1,,-1,-1,0,,0,0,,0,0,0,0,,0,1,1,0,0,0,0,,0,,0,,,0,0,,1,0,0,0,0,0,,0,1,1,0,,0,0,0,,0,0,1,0,0,,1,,1,1,0,0,0,0,0,,0
map#b2742fdd48b6340c,mp_m4301.mdl,,1,1,,,,,,,,-1,-1,,,,,,-1,,,,,,,,,,-1,,-1,,-1,-1,,,,,-1,-1,,,,,,,,,-1,,,,-1,,-1,-1,0,,0,0,,0,0,0,0,,0,1,1,0,0,0,0,,1,,0,,,0,1,,1,0,1,1,0,0,,0,1,1,0,,0,0,0,,0,0,1,0,0,,1,,1,1,0,0,0,0,0,,0
map#b29414fa353e7b94,mp_m1110.mdl,,1,0,,,,,,,,-1,-1,-1,,,,,-1,,,,,,,,,,-1,,-1,,,,,,,,,-1,-1,,,,,,,,-1,,,,-1,,-1,,0,,0,0,,0,0,0,0,,0,1,1,1,0,0,0,,1,,0,,,0,1,,1,0,0,0,0,0,,0,0,1,1,,0,0,0,,0,0,1,0,0,,1,,1,0,0,0,0,0,0,,0
map#b29be4f96cb800d9,mp_m1220.mdl,,1,0,,,,,,,,-1,,,,,,,-1,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,-1,,,,0,,0,0,,0,0,0,0,,0,1,0,0,0,0,0,,1,,0,,,0,0,,0,0,0,0,0,0,,0,1,0,0,,0,0,0,,0,0,0,0,0,,1,,0,0,0,0,0,0,0,,0
map#b2fc48e2370a6315,o_m83dor00.mdl,,1,0,,,,,,,,-1,-1,,-1,,,,,,,,,,,,,,,,-1,,-1,,,,,,-1,,,,,,,,,,-1,,,,-1,,,,0,,0,0,,0,0,0,0,,0,1,1,0,1,0,0,,0,,0,,,0,0,,1,0,1,0,0,0,,0,1,0,0,,0,0,0,,0,0,1,0,0,,1,,0,0,0,0,0,0,0,,0
map#b431499f6f412ff4,o_m63rok00.mdl,,1,0,-1,,,,,,,-1,,,,,,,,,,,,,,,,,,,-1,,-1,,,,,,-1,,,,,,,,,,-1,,,,-1,,,-1,1,,0,0,,0,0,0,0,,0,1,0,0,0,0,0,,0,,0,,,0,0,,1,0,1,0,0,0,,0,1,0,0,,0,0,0,,0,0,1,0,0,,1,,0,1,0,0,0,0,0,,0
map#b459dae2456987a0,mp_m1240s.mdl,,1,1,,,,,,,,-1,-1,,,,,,-1,,,,,,,,,,-1,,-1,,-1,-1,,,,,-1,-1,,,,,,,,,-1,,,,-1,,-1,-1,0,,0,0,,0,0,0,0,,0,1,1,0,0,0,0,,1,,0,,,0,1,,1,0,1,1,0,0,,0,1,1,0,,0,0,0,,0,0,1,0,0,,1,,1,1,0,2,0,0,0,,0
map#b4a04f0e19c69055,o_s01shi51_l1.mdl,,1,1,,,,,,,,-1,,,,,,,-1,,-1,,,,,,,,,,,,-1,,,-1,,,-1,,,,,,,,,,-1,,,,-1,,,,0,,0,0,,0,0,0,0,,0,1,0,0,0,0,0,,1,,1,,,0,0,,0,0,1,0,0,1,,0,1,0,0,,0,0,0,,0,0,1,0,0,,1,,0,0,0,0,0,0,0,,0
map#b50c6927a13d7536,o_t02plt02.mdl,,1,1,-1,,,,,,,-1,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,1,,0,0,,0,0,0,0,,0,1,0,0,0,0,0,,0,,1,,,0,0,,0,0,0,0,0,0,,0,0,0,0,,0,0,0,,0,1,0,0,0,,0,,0,0,0,0,0,0,0,,0
map#b695cd384fc2154c,o_t02hou04b.mdl,,1,1,-1,,,,,,,-1,,,,,,,,,,,,,,,,,,,-1,,-1,,,,,,-1,,,,,,,,,,-1,,,,-1,,-1,,1,,0,0,,0,0,0,0,,0,1,0,0,0,0,0,,0,,0,,,0,0,,1,0,1,0,0,0,,0,1,0,0,,0,0,0,,0,0,1,0,0,,1,,1,0,2,0,0,0,0,,0
map#b6b4cd70bb75aca6,o_m11obj61.mdl,,1,0,,,,,,,,-1,-1,,-1,-1,,,-1,,,,,,,,,,-1,,-1,,,,,,,,-1,-1,,,,,,,,,-1,,,,-1,,-1,,0,,0,0,,0,0,0,0,,0,1,1,0,1,1,0,,1,,0,,,0,1,,1,0,0,0,0,0,,0,1,1,0,,0,0,0,,0,0,1,0,0,,1,,1,0,0,0,0,0,0,,0
map#b7166eaa90843df3,mp_m1113.mdl,,1,0,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,0,,0,0,,0,0,0,0,,1,1,0,0,0,0,0,,0,,0,,,0,0,,0,0,0,0,0,0,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,,0,1,0,0,0,0,0,,0
map#b863804bb46eb336,mp_m5123.mdl,,1,0,,,,,,,,-1,-1,,,,,,-1,,,,,,,,,,-1,,-1,,-1,,,,,,-1,-1,,,,,,,,,-1,,,,-1,,-1,,0,,0,0,,0,0,0,0,,0,1,1,0,0,0,0,,1,,0,,,0,1,,1,0,1,0,0,0,,0,1,1,0,,0,0,0,,0,0,1,0,0,,1,,1,0,0,0,0,0,0,,0
map#b972a2f34587a2b8,o_m12lig03b.mdl,,1,0,,,,,,,,-1,,,,,,,,,,,,,,,,-1,,,,,-1,,,,,,,,,,,,,,,,-1,,,,-1,,,,0,,0,0,,0,0,0,0,,0,1,0,0,0,0,0,,0,,0,,,1,0,,0,0,1,0,0,0,,0,0,0,0,,0,0,0,,0,0,1,0,0,,1,,0,0,0,0,0,0,0,,0
map#b983b1ec623bbf6c,o_m93obj57.mdl,,1,0,-1,,,,,,,-1,-1,,,,,,,,-1,-1,-1,,-1,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,1,,0,0,,1,1,0,1,,0,1,1,0,0,0,0,,0,,1,,,1,0,,0,0,0,0,0,0,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,,1,1,0,0,0,0,0,,0
map#ba435ec4804796ed,mp_m2120.mdl,,1,0,,,,,,,,-1,-1,-1,,,,,-1,,,,,,,,,,,,-1,,-1,-1,-1,,,,-1,-1,-1,,,,,,,,-1,,,,-1,,-1,,0,,0,0,,0,0,0,0,,0,1,1,1,0,0,0,,1,,0,,,0,0,,1,0,1,1,1,0,,0,1,1,1,,0,0,0,,0,0,1,0,0,,1,,1,0,0,0,0,0,0,,0
map#bab0967500156e7e,o_m00plt41.mdl,,1,0,-1,,,,,,,-1,-1,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,-1,,,,,,,,1,,0,0,,0,0,0,0,,0,1,1,0,0,0,0,,0,,1,,,0,0,,0,0,0,0,0,0,,0,0,0,0,,0,0,1,,0,0,1,0,0,,0,,0,0,0,0,0,0,0,,0
map#bae46ff4ac44ffee,mp_m1220.mdl,,1,0,,,,,,,,-1,-1,,,,,,-1,,,,,,,,,,,,-1,,,,,,,,-1,-1,,,,,,,,,-1,,,,-1,,-1,-1,0,,0,0,,0,0,0,0,,0,1,1,0,0,0,0,,1,,0,,,0,0,,1,0,0,0,0,0,,0,1,1,0,,0,0,0,,0,0,1,0,0,,1,,1,1,0,0,0,0,0,,0
map#bc60bd1a6e660c6e,o_m31obj29.mdl,,1,1,,,,,,,,-1,-1,,,,-1,,,,,,,,,,,-1,,,-1,,-1,,,-1,,,-1,-1,,,,,,,,,-1,,,,-1,,-1,,0,,0,0,,0,0,0,0,,0,1,1,0,0,0,1,,0,,0,,,1,0,,1,0,1,0,0,1,,0,1,1,0,,0,0,0,,0,0,1,0,0,,1,,1,0,0,1,0,0,0,,0
map#bd03679c2b45da0e,o_m00evt03.mdl,,1,1,-1,,,,,,,-1,,,,,,,,,-1,,,,,,,,,,-1,,-1,,,,,,-1,,,,,,,,,,-1,-1,-1,,-1,,-1,,1,,0,0,,0,0,0,0,,0,1,0,0,0,0,0,,0,,1,,,0,0,,1,0,1,0,0,0,,0,1,0,0,,0,0,0,,0,0,1,1,1,,1,,1,0,0,0,0,0,0,,0
map#bd1285cb2ec034b3,o_m11swt50.mdl,,1,0,-1,,,,,,,-1,,,,,,,-1,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,-1,,,,-1,,,,1,,0,0,,0,0,0,0,,0,1,0,0,0,0,0,,1,,0,,,0,0,,0,0,0,0,0,0,,0,1,0,0,,0,0,0,,0,0,1,0,0,,1,,0,0,0,0,0,0,0,,0
map#bd4ea3739604d4db,o_s00shi22b.mdl,,1,1,,,,,,,,-1,-1,,-1,,,,,,,,,,,,,,,,,,-1,,,,,,-1,,,,,,,,,,-1,,,,-1,,-1,,0,,0,0,,0,0,0,0,,0,1,1,0,1,0,0,,0,,0,,,0,0,,0,0,1,0,0,0,,0,1,0,0,,0,0,0,,0,0,1,0,0,,1,,1,0,2,0,0,0,0,,0
map#bd5aa3c6985a38d4,o_m03lig00.mdl,,1,1,,,,,,,,-1,,,,,,,,,,,-1,,,,,-1,,,-1,,-1,,,-1,,,,,,,,,,,,,,,,,-1,,,,0,,0,0,,0,1,0,0,,0,1,0,0,0,0,0,,0,,0,,,1,0,,1,0,1,0,0,1,,0,0,0,0,,0,0,0,,0,0,0,0,0,,1,,0,0,0,0,0,0,0,,0
map#bd80457f1fb2fa21,mp_m0110.mdl,,1,1,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,-1,,-1,,,,,,-1,-1,,,,,,,,,-1,,,,-1,,-1,,0,,0,0,,0,0,0,0,,0,1,1,0,0,0,0,,0,,0,,,0,0,,1,0,1,0,0,0,,0,1,1,0,,0,0,0,,0,0,1,0,0,,1,,1,0,0,0,0,0,0,,0
map#bda70a01aae829f4,mp_m6302.mdl,,1,0,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,-1,,,,,,-1,,,,,,,,,,-1,,,,-1,,,,0,,0,0,,0,0,0,0,,0,1,0,0,0,0,0,,0,,0,,,0,0,,0,0,1,0,0,0,,0,1,0,0,,0,0,0,,0,0,1,0,0,,1,,0,0,0,0,0,0,0,,0
map#be40e07c969fbb88,o_s00shi22.mdl,,1,1,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,-1,,,,,,-1,,,,,,,,,,-1,,-1,,-1,,,-1,0,,0,0,,0,0,0,0,,0,1,0,0,0,0,0,,0,,0,,,0,0,,0,0,1,0,0,0,,0,1,0,0,,0,0,0,,0,0,1,0,1,,1,,0,1,0,0,0,0,0,,0
map#be563cc632481aef,o_m31gim02.mdl,,1,0,,,,-1,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,-1,-1,,,,-1,-1,0,,0,1,,0,0,0,0,,0,1,1,0,0,0,0,,0,,0,,,0,0,,0,0,0,0,0,0,,0,0,0,0,,0,1,0,,0,0,0,1,1,,0,,1,1,0,0,0,0,0,,0
map#bf2b03ba04a35170,mp_m4300s.mdl,,1,0,,,,,,,,-1,-1,,,,,,-1,,,,,,,,,,-1,,-1,,,,,,,,-1,,,,,,,,,,-1,,,,-1,,-1,,0,,0,0,,0,0,0,0,,0,1,1,0,0,0,0,,1,,0,,,0,1,,1,0,0,0,0,0,,0,1,0,0,,0,0,0,,0,0,1,0,0,,1,,1,0,0,0,0,0,0,,0
map#bf4e8355bf52021f,mp_m2130.mdl,,1,0,-1,,,,,,,-1,-1,,,,,,,,,-1,-1,,-1,,,,,,,,,,,,,,,,,,,,,,-1,,-1,,,,,,-1,-1,1,,0,0,,1,1,0,1,,0,1,1,0,0,0,0,,0,,0,,,0,0,,0,0,0,0,0,0,,0,0,0,0,,0,0,0,,1,0,1,0,0,,0,,1,1,0,0,0,0,0,,0
map#bf6c67880aa02b2c,mp_m9200.mdl,,1,0,,,,,,,,-1,-1,,-1,,,,-1,,,,,,,,,,-1,,-1,,-1,,,,,,-1,,,,,,,,,,-1,,,,-1,,-1,,0,,0,0,,0,0,0,0,,0,1,1,0,1,0,0,,1,,0,,,0,1,,1,0,1,0,0,0,,0,1,0,0,,0,0,0,,0,0,1,0,0,,1,,1,0,0,0,0,0,0,,0
map#bf8e9d61ed9ceecf,o_t12hou40b.mdl,,1,1,-1,,,,,,,-1,,,-1,,,,-1,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,-1,-1,-1,,-1,,,,1,,0,0,,0,0,0,0,,0,1,0,0,1,0,0,,1,,0,,,0,0,,0,0,0,0,0,0,,0,1,0,0,,0,0,0,,0,0,1,1,1,,1,,0,0,0,0,0,0,0,,0
map#bfb7ea4f1c6d976b,mp_t1200s.mdl,,1,0,,,,,,,,-1,-1,,,,,,-1,,,,,,,,,,-1,,-1,,-1,-1,,,,,-1,-1,,,,,,,,,-1,,,,,,-1,,0,,0,0,,0,0,0,0,,0,1,1,0,0,0,0,,1,,0,,,0,1,,1,0,1,1,0,0,,0,1,1,0,,0,0,0,,0,0,1,0,0,,0,,1,0,0,0,0,0,0,,0
map#c05d7902f5bfe524,o_m50evt02.mdl,,1,1,,,,,,,,-1,,,,,,,,,,,,,,,,,,,-1,,,,,-1,,,,,,,,,,,,,-1,,,,-1,,,-1,0,,0,0,,0,0,0,0,,0,1,0,0,0,0,0,,0,,0,,,0,0,,1,0,0,0,0,1,,0,0,0,0,,0,0,0,,0,0,1,0,0,,1,,0,1,0,0,0,0,0,,0
map#c0b9fd269e029514,o_s00shi22.mdl,,1,1,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,-1,,,-1,,,-1,,,,,,,,,,-1,,,,-1,,,,0,,0,0,,0,0,0,0,,0,1,0,0,0,0,0,,0,,0,,,0,0,,0,0,1,0,0,1,,0,1,0,0,,0,0,0,,0,0,1,0,0,,1,,0,0,0,0,0,0,0,,0
map#c11b4e3b119e47f7,mp_t0201.mdl,,1,1,,,,,,,,-1,,,,,,,-1,,-1,,,,,,,,,,-1,,-1,,,,,,-1,,,,,,,,,,-1,,,,-1,,,,0,,0,0,,0,0,0,0,,0,1,0,0,0,0,0,,1,,1,,,0,0,,1,0,1,0,0,0,,0,1,0,0,,0,0,0,,0,0,1,0,0,,1,,0,0,0,0,0,0,0,,0
map#c136ba2e6fa4e762,mp_m4301_rail.mdl,,1,0,-1,,,,,,,-1,,,,,,,-1,,,,,,,,,,,,,,-1,,,,,,-1,,,,,,,,,,-1,,,,-1,,,,1,,0,0,,0,0,0,0,,0,1,0,0,0,0,0,,1,,0,,,0,0,,0,0,1,0,0,0,,0,1,0,0,,0,0,0,,0,0,1,0,0,,1,,0,0,0,0,0,0,0,,0
map#c1d59370c24e8bfe,o_m31plt21.mdl,,1,0,-1,,,,,,,-1,,,,,,,,,-1,,,,,,,-1,,,,,,,,,,,-1,,,,,,-1,,,,-1,-1,,,,,,-1,1,,0,0,,0,0,0,0,,0,1,0,0,0,0,0,,0,,1,,,1,0,,0,0,0,0,0,0,,0,1,0,0,,0,0,1,,0,0,1,1,0,,0,,0,1,0,0,0,0,0,,0
map#c24bf5d02a9f3285,o_m03hou42b.mdl,,1,1,,,,,,,,-1,,,,,,,-1,,,,,,,,,,,,-1,,-1,,,-1,,,-1,,,,,,,,,,-1,,,,-1,,,,0,,0,0,,0,0,0,0,,0,1,0,0,0,0,0,,1,,0,,,0,0,,1,0,1,0,0,1,,0,1,0,0,,0,0,0,,0,0,1,0,0,,1,,0,0,2,0,0,0,0,,0
map#c2904a7f2bd0cf0f,mp_m8101.mdl,,1,0,,,,,,,,-1,,,-1,,,,-1,,,,,,,,,,,,,,,,,,,-1,,,,,,-1,,,,,,,,,,,,,0,,0,0,,0,0,0,0,,0,1,0,0,1,0,0,,1,,0,,,0,0,,0,0,0,0,0,0,,1,0,0,0,,0,1,0,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,,0
map#c2fcb0863976e8a9,o_m01plt21.mdl,,1,0,-1,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,-1,,,,,,1,,0,0,,0,0,0,0,,0,1,0,0,0,0,0,,0,,0,,,0,0,,0,0,0,0,0,0,,0,0,0,0,,0,0,0,,0,1,0,0,1,,0,,0,0,0,0,0,0,0,,0
map#c3861d108b3698a8,o_s00gim10b.mdl,,1,0,,,,,,,,-1,-1,,-1,,,,,,,,,,,,,,,,-1,,,,,,,,-1,-1,,,,,,,,,-1,,,,-1,,-1,-1,0,,0,0,,0,0,0,0,,0,1,1,0,1,0,0,,0,,0,,,0,0,,1,0,0,0,0,0,,0,1,1,0,,0,0,0,,0,0,1,0,0,,1,,1,1,0,0,0,0,0,,0
map#c40eecff9ec86a69,o_t02kag03.mdl,,1,1,,,,,,,,-1,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,0,,0,0,,0,0,0,0,,0,1,0,0,0,0,0,,1,,0,,,0,0,,0,0,0,0,0,0,,0,0,0,0,,0,0,0,,0,1,0,0,0,,0,,0,0,0,0,0,0,0,,0
map#c4754e30f33512dc,mp_t1200s.mdl,,1,0,,,,,,,,-1,,,,,,,-1,,,,,,,,,,,,-1,,-1,,,,,,-1,,,,,,,,,,-1,,,,,,,-1,0,,0,0,,0,0,0,0,,0,1,0,0,0,0,0,,1,,0,,,0,0,,1,0,1,0,0,0,,0,1,0,0,,0,0,0,,0,0,1,0,0,,0,,0,1,0,0,0,0,0,,0
map#c4bca53974242ec3,mp_m1110s.mdl,,1,0,,,,,,,,-1,-1,-1,,,,,-1,,,,,,,,,,,,-1,,,,,,,,,,-1,,,,,,,,-1,,,,-1,,-1,,0,,0,0,,0,0,0,0,,0,1,1,1,0,0,0,,1,,0,,,0,0,,1,0,0,0,0,0,,0,0,0,1,,0,0,0,,0,0,1,0,0,,1,,1,0,0,2,0,0,0,,0
map#c58f7a2edc10e692,mp_m1114.mdl,,1,0,,,,,,,,-1,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,-1,,,,,,,,,0,,0,0,,0,0,0,0,,0,1,0,0,0,0,0,,0,,0,,,0,0,,1,0,0,0,0,0,,0,0,0,0,,0,0,0,,0,1,0,0,0,,0,,0,0,0,0,0,0,0,,0
map#c6041b7fdbb4c778,o_t92kag01.mdl,,1,0,,,,,,,,-1,,,,,,,,,-1,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,-1,,,,-1,,,-1,0,,0,0,,0,0,0,0,,0,1,0,0,0,0,0,,0,,1,,,0,0,,0,0,0,0,0,0,,0,1,0,0,,0,0,0,,0,0,1,0,0,,1,,0,1,0,0,0,0,0,,0
map#c6c54b0ecbdf03e7,mp_m1110.mdl,,1,0,,,,,,,,-1,,,-1,,,,-1,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,-1,,,,-1,,,,0,,0,0,,0,0,0,0,,0,1,0,0,1,0,0,,1,,0,,,0,0,,1,0,0,0,0,0,,0,0,0,0,,0,0,0,,0,0,1,0,0,,1,,0,0,0,0,0,0,0,,0
map#c6f09112d83ac631,o_m51hou11.mdl,,1,1,,,,,,,,-1,,,-1,,,,-1,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,-1,,,,-1,,,,0,,0,0,,0,0,0,0,,0,1,0,0,1,0,0,,1,,0,,,0,0,,1,0,0,0,0,0,,0,0,0,0,,0,0,0,,0,0,1,0,0,,1,,0,0,0,0,0,0,0,,0
map#c743d18812e402df,test_tutorial_minimap.mdl,,1,0,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,-1,,,,,,,-1,0,,0,0,,0,0,0,0,,0,1,0,0,0,0,0,,0,,0,,,0,0,,0,,0,0,0,0,,0,1,0,0,,0,0,0,,0,0,1,0,0,,0,,0,1,0,0,0,0,0,,0
