shader,KAI,KURO1,KURO2,Light_Directional_use_implicit_lighting,PLANARMAP0AXIS,PLANARMAP1AXIS,PLANARMAP2AXIS,SPECULARMODE,SWITCH_ALPHATEST,SWITCH_ATMOSPHERE,SWITCH_BILLBOARD,SWITCH_BILLBOARDY,SWITCH_BILLBOARDY_PAT,SWITCH_BILLBOARDY_PAT_S,SWITCH_CHARA,SWITCH_CRYSTAL,SWITCH_DEPTHALPHA,SWITCH_DIFFUSEMAP0,SWITCH_DIFFUSEMAP1,SWITCH_DIFFUSEMAP1EDGEALPHA,SWITCH_DIFFUSEMAP2,SWITCH_DIFFUSEMAP2EDGEALPHA,SWITCH_DIFFUSEMAPCOLOR0,SWITCH_DIFFUSEMAPCOLOR1,SWITCH_DIFFUSEMAPCOLOR2,SWITCH_DISALLOW_NEARFADE_DISABLE,SWITCH_DITHERDISABLE,SWITCH_DITHERTRANSPARENT,SWITCH_DOUBLESIDE,SWITCH_DUDVENABLE0,SWITCH_DUDVENABLE1,SWITCH_DUDVENABLE2,SWITCH_DUDVMAP,SWITCH_DUDV_IGNORE_SCROLL,SWITCH_ENVMAP0,SWITCH_GEOMETRYMORPH,SWITCH_GLOW,SWITCH_GLOWMAP0,SWITCH_GLOWMAP0EDGEALPHA,SWITCH_GLOWMAP1,SWITCH_GLOWMAP1EDGEALPHA,SWITCH_GLOWMAP_FOGINT,SWITCH_GRENDEL,SWITCH_HIGHLIGHT,SWITCH_INTERIORMAP,SWITCH_MAPCOLOR,SWITCH_MASKMAP0,SWITCH_MASKMAP1,SWITCH_MASKMAP2,SWITCH_METAL,SWITCH_MIRROR,SWITCH_NEARFADE,SWITCH_NOLIGHT,SWITCH_NORMALMAP0,SWITCH_NORMALMAP1,SWITCH_NORMALMAP2,SWITCH_NO_ATMOSPHERE,SWITCH_NO_CORROSION_DECAL,SWITCH_PARALLAXMAP0,SWITCH_PARALLAXMAP1,SWITCH_PARALLAXMAP2,SWITCH_PLANARMAP0,SWITCH_PLANARMAP1,SWITCH_PLANARMAP1_SINGLESIDE,SWITCH_PLANARMAP2,SWITCH_PLANARMAP2_ROTATE,SWITCH_PLANARMAP2_SINGLESIDE,SWITCH_PROJECTIONMAP1,SWITCH_REFRACTION,SWITCH_RIMALPHA,SWITCH_SHADOWONLY,SWITCH_SHADOWRECEIVE,SWITCH_SHAKING,SWITCH_SHAKINGVCOLOR,SWITCH_SHARDSEARCH,SWITCH_SPHEREMAP,SWITCH_SSR,SWITCH_TONEMAPPING,SWITCH_TOONMAP,SWITCH_TRANSLUCENTMAP,SWITCH_VERTEXCOLOR,SWITCH_VERTEXCOLOR0,SWITCH_VERTEXCOLOR1,SWITCH_WATERMULTI,SWITCH_WAVEDISTANCECORRECT,SWITCH_WAVEDISTANCECORRECT2,Switch_AlphaTest,Switch_Atmosphere,Switch_Billboard,Switch_BillboardY,Switch_BillboardY_Pat,Switch_BillboardY_Pat_S,Switch_Chara,Switch_Crystal,Switch_DUDVEnable0,Switch_DUDVEnable1,Switch_DUDVEnable2,Switch_DUDVMap,Switch_DUDV_Ignore_Scroll,Switch_DepthAlpha,Switch_DiffuseMap0,Switch_DiffuseMap1,Switch_DiffuseMap1EdgeAlpha,Switch_DiffuseMap2,Switch_DiffuseMap2EdgeAlpha,Switch_DiffuseMap3,Switch_DiffuseMapColor0,Switch_DiffuseMapColor1,Switch_DiffuseMapColor2,Switch_Disallow_NearFade_Disable,Switch_DitherDisable,Switch_DitherTransparent,Switch_DoubleSide,Switch_EnvMap0,Switch_GeometryMorph,Switch_Glow,Switch_GlowMap0,Switch_GlowMap0EdgeAlpha,Switch_GlowMap1,Switch_GlowMap1EdgeAlpha,Switch_GlowMap_FogInt,Switch_Grendel,Switch_HeightMapBlend,Switch_HighLight,Switch_InteriorMap,Switch_MapColor,Switch_MaskMap0,Switch_MaskMap1,Switch_MaskMap2,Switch_Metal,Switch_Mirror,Switch_NearFade,Switch_NoLight,Switch_No_Atmosphere,Switch_No_Corrosion_Decal,Switch_NormalMap0,Switch_NormalMap1,Switch_NormalMap2,Switch_NormalMap3,Switch_ParallaxMap0,Switch_ParallaxMap1,Switch_ParallaxMap2,Switch_PlanarMap0,Switch_PlanarMap0_Rotate,Switch_PlanarMap1,Switch_PlanarMap1_Rotate,Switch_PlanarMap1_SingleSide,Switch_PlanarMap2,Switch_PlanarMap2_Rotate,Switch_PlanarMap2_SingleSide,Switch_ProjectionMap0,Switch_ProjectionMap1,Switch_Refraction,Switch_RimAlpha,Switch_SSR,Switch_ShadowOnly,Switch_ShadowReceive,Switch_Shaking,Switch_ShakingVColor,Switch_ShardSearch,Switch_SphereMap,Switch_ToneMapping,Switch_ToonMap,Switch_TranslucentMap,Switch_VertexColor,Switch_VertexColor0,Switch_VertexColor1,Switch_WaterMulti,Switch_WaveDistanceCorrect,Switch_WaveDistanceCorrect2,Switch_ZPrePass,TEX1BLENDMODE,TEX2BLENDMODE,TEX3BLENDMODE,TEX4BLENDMODE,frozen,isShadowEnable_g,lightEnable_g,postTransparent_g
map#dbce18233c06e2a1,e49evt08.mdl,,,1,,,,0,,,,,,,,,,-1,-1,,-1,,,,-1,,,,,,,-1,-1,-1,,,,,,,,,,,,,,,,,,,-1,,,,,,-1,-1,,,,,,,,,,,,-1,,,,,,,,,,-1,,,,,0,,0,0,0,0,,0,0,0,1,1,1,0,1,1,,1,,,0,0,1,0,0,,0,,,0,,,,,0,,0,,0,,0,0,0,0,0,,1,0,,0,0,0,,1,1,0,0,0,0,0,0,0,0,0,,,,0,0,0,1,0,0,0,,,0,,,1,0,,,,,5,1,,,0,0,0,0
map#dbd0d7c0e7fab561,l1_s00brk50.mdl,,l1_s00brk50.mdl,1,,,,1,,,,,,,,-1,,-1,,,,,-1,,,,,,,,,,,,,,-1,,,,,,,,,,-1,,,,,,,-1,,,,,,,,,,,,,,,,,,-1,,,,,,,-1,,,,,,,,0,,0,0,,,,1,0,0,0,0,,0,1,0,,0,,,1,0,0,,0,,0,,,1,,,,,,,,,0,,1,0,0,0,0,,0,,,1,0,0,,0,0,0,,,,,,,,,,,,0,0,0,1,0,0,0,,,1,,,0,0,,,,,0,0,,,0,0,0,0
map#dbdfbefc0a5737cb,d72swt00.mdl,,,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,,0,,,0,,,,,0,,0,,0,,0,0,0,0,0,,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,1,,,0,,,0,0,,,,,0,0,,,0,0,0,0
map#dbf4e5a6f7487028,c2400.mdl,,,0,,,,1,,,,,,,,,,-1,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,-1,,,,,,,,0,,0,0,0,0,,0,0,0,0,0,0,0,1,0,,0,,,0,0,0,0,1,,0,,,0,,,,,0,,0,,0,,1,0,0,0,0,,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,1,0,0,0,,,1,,,0,0,,,,,0,0,,,0,0,0,0
map#dc05156792254bd6,,m32obj00.mdl,,1,,,,0,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,0,0,0,0,0,,0,0,0,,0,,,1,0,0,,0,,0,,,0,,,,,,,,,0,,0,0,0,0,0,,0,,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,,,,0,,,0,0,,,,,0,0,,,0,0,0,
map#dc10c742c9b971dd,ef_obj_a022.mdl,ef_obj_a022.mdl,ef_obj_a022.mdl,1,,,,0,,,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,-1,,,-1,,,,,0,,0,,,,,0,0,0,0,0,,0,1,1,,0,,,0,0,0,,0,,0,,,0,,,,,,,,,0,,0,0,0,0,0,,0,,,1,1,0,,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,,,,1,,,1,0,,,,,0,0,,,0,0,0,
map#dc2391dfb92e4564,,,d0800.mdl,0,,,,1,,,,,,,,,,-1,-1,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,,-1,-1,,,,,,-1,-1,,,,,,,,,,,,,,,,,-1,,,,,,,-1,,,-1,-1,,,,0,,0,0,,,,0,0,0,0,0,,0,1,1,,0,,,1,1,0,,0,,0,,,0,,,,,,,,,0,,1,1,0,0,0,,0,,,1,1,0,,0,0,0,,,,,,,,,,,,0,0,0,1,0,0,0,,,1,,,1,1,,,,,0,0,,,0,0,0,0
map#dc78ce8066322c3c,a0401.mdl,a0401.mdl,a0401.mdl,0,,,,1,,,,,,,,,,-1,-1,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,-1,,,,,-1,-1,-1,,,,,,,,,,,,,,,,-1,,,,,,,,,,-1,,,,,0,,0,,,,,0,0,0,0,0,,0,1,1,,1,,,0,0,0,,0,,0,,,0,,,,,,,,,0,,1,1,1,0,0,,0,,,1,1,1,,0,0,0,,,,,,,,,,,,0,0,0,1,0,0,,,,0,,,1,0,,,,,0,0,,,0,0,0,
map#dc7e2d738eacea05,e4500.mdl,,,0,,,,0,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,,0,0,0,0,0,,0,1,0,,0,,,0,0,0,0,0,,0,,,1,,,,,0,,0,,0,,0,0,0,0,0,,1,0,,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,,0,,,0,0,,,,,0,0,,,0,0,0,0
map#dc97d5f2d6331ad2,a0405.mdl,e06obj01.mdl,e06obj01.mdl,0,,,,0,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,0,0,0,0,0,,0,1,0,,0,,,0,0,0,,0,,0,,,1,,,,,,,,,0,,0,0,0,0,0,,1,,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,,,,0,,,0,0,,,,,0,0,,,0,0,0,
map#dc99caa55733e820,e40rok11.mdl,,,0,,,,1,,,,,,,,,,-1,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,-1,,,-1,,-1,-1,-1,,,,,,,,,,,-1,,,,,,,-1,,,,,,,,0,,0,0,0,0,,0,0,0,0,0,,0,1,0,,1,,,0,0,0,0,0,,0,,,0,,,,,0,,0,,0,,1,0,0,0,0,,0,1,,1,0,0,,1,1,1,0,0,0,0,0,0,0,0,,,,0,0,0,1,0,0,0,,,1,,,0,0,,,,,0,0,,,0,0,0,0
map#dca9e4181363a80a,sc5121.mdl,,,0,,,,0,-1,,,,,,,,,-1,,,,,,-1,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,1,,0,0,0,0,,0,0,0,0,0,,0,1,0,,0,,,0,1,0,,0,,0,,,1,,,,,0,,0,,0,,0,0,0,0,0,,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,,0,,,0,1,,,,,3,2,,,0,0,0,0
map#dccf52585a266a1d,c0210.mdl,c0810.mdl,c0210.mdl,1,,,,1,,,,,,,,,,-1,,,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,-1,,,-1,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,0,,0,,,,,0,0,0,0,0,,0,1,0,,0,,,0,0,0,,1,,1,,,0,,,,,,,,,0,,1,0,0,1,0,,0,,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0,1,0,0,,,,0,,,0,0,,,,,0,0,,,0,0,0,
map#dcd41db1bced8568,d30lig07.mdl,,d30lig07.mdl,0,,,,1,-1,,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,-1,,,,-1,,,,,,,,,,,,,,,,,,-1,,,,,,,-1,,,,,,,,1,,0,0,,,,0,0,0,0,0,,0,1,1,,0,,,0,0,0,,0,,0,,,0,,,,,,,,,0,,1,0,0,1,0,,0,,,1,0,0,,0,0,0,,,,,,,,,,,,0,0,0,1,0,0,0,,,1,,,0,0,,,,,0,0,,,0,0,0,0
map#dce6bb6017e9eec2,,ef_obj_z018.mdl,ef_obj_z018.mdl,1,,,,0,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,0,,0,,,,,0,0,0,0,0,,0,1,0,,0,,,0,0,0,,0,,0,,,0,,,,,,,,,0,,1,0,0,0,0,,0,,,1,0,0,,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,,,,1,,,0,0,,,,,0,0,,,0,0,0,
map#dd19c43ff45444af,,m75hou42.mdl,m75hou42.mdl,0,,,,1,-1,,,,,,,,,-1,,,,,,,,,,,-1,-1,,,,,,,-1,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,1,,0,,,,,0,1,0,0,0,,0,1,0,,0,,,0,0,0,,0,,1,,,1,,,,,,,,,0,,0,0,0,0,0,,1,,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,,,,0,,,0,1,,,,,0,0,,,0,0,0,
map#dd559b699074c575,c2600.mdl,,,1,,,,0,,,,,,,,,,-1,-1,,,,-1,,,,-1,,,,,,,,,,,,,,,,,,,,-1,,,,,,,-1,,,,,,,,,,,,,,,,,,-1,,,,,,,-1,,,-1,-1,,,,0,,0,0,0,0,,0,0,0,0,0,0,0,1,1,,0,,,1,0,0,0,1,,0,,,0,,,,,0,,0,,0,,1,0,0,0,0,,0,0,,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,1,0,0,0,,,1,,,1,1,,,,,2,0,,,0,0,0,0
map#ddace4d9f43a34de,t40plt09.mdl,l1_m51plt02.mdl,l1_m51plt02.mdl,0,,,,1,-1,,,,,,,,,-1,,,,,-1,,,,,,-1,,,,,,,,,,,,,,,,,,-1,,,,,,,-1,,,,,,,,,,,,,,,,,,-1,-1,,,,,,-1,,,,,,,,1,,0,,,,,0,0,0,0,0,,0,1,0,,0,,,1,0,0,,0,,1,,,0,,,,,,,,,0,,1,0,0,0,0,,0,,,1,0,0,,0,0,0,,,,,,,,,,,,0,0,0,1,1,0,,,,1,,,0,0,,,,,0,0,,,0,0,0,
map#de134e7b56ec9d59,t32hou57.mdl,t32hou57.mdl,,1,,,,1,,,,,,,,,,-1,,,,,-1,,,,,,,,,,,,,,-1,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,0,,0,,,,,0,0,0,0,0,,0,1,0,,0,,,1,0,0,,0,,0,,,1,,,,,,,,,0,,1,0,0,0,0,,0,,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0,1,0,0,,,,0,,,0,0,,,,,0,0,,,0,0,0,
map#de1b24d967149fa8,t4010.mdl,t4010.mdl,,1,,,,1,-1,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,-1,,,,1,,0,,,,,0,0,0,0,0,,0,1,0,,0,,,0,0,0,,0,,0,,,0,,,,,,,,,0,,0,0,0,0,0,,0,,,1,0,0,,0,0,0,,,,,,,,,,,,0,0,0,1,0,0,,,,0,,,0,1,,,,,0,0,,,0,0,0,
map#de4dcc7229714cb3,c0230.mdl,c0210.mdl,c0230.mdl,1,,,,1,,,,,,,,,,-1,,,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,-1,,,-1,,,,,,,,,,,,,,,,,,,,,,-1,,,,,-1,,,,,,-1,,,,0,,0,,,,,0,0,0,0,0,,0,1,0,,0,,,0,0,0,,1,,1,,,0,,,,,,,,,0,,1,0,0,1,0,,0,,,0,0,0,,0,0,0,,,,,,,,,,,,0,1,0,1,0,0,,,,0,,,0,1,,,,,0,0,,,0,0,0,
map#de5408d5ef99ae3d,g06etc01d.mdl,,,1,,,,1,,,,,,,,,,-1,,,,,-1,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,-1,-1,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,,0,0,0,0,0,,0,1,0,,0,,,1,0,0,,0,,0,,,1,,,,,0,,0,,0,,0,0,0,0,0,,1,1,,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,,0,,,0,0,,,,,0,0,,,0,0,0,0
map#de6a973e348e73ef,d77plt02.mdl,,,1,,,,1,,,,,,,,,,-1,,,,,-1,,,,,,-1,,,,,,,,,,,,,,,,,,-1,,,,,,,-1,,,,,,,,,,,,,,,,,,-1,,-1,,,,,-1,,,-1,,,,,0,,0,0,0,0,,0,0,0,0,0,,0,1,0,,0,,,1,0,0,,0,,1,,,0,,,,,0,,0,,0,,1,0,0,0,0,,0,0,,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,1,0,1,0,,,1,,,1,0,,,,,0,0,,,0,0,0,0
map#dea80d6274ef87b0,c02hou52c.mdl,c02hou52c.mdl,c02hou52c.mdl,1,,,,1,,,,,,,,,,-1,,,,,-1,,,,,,-1,,,,,,,,,,,,,,,,,,-1,,,,,,,-1,,,,,,,,,,,,,,,,,,-1,-1,-1,,,,,,,,-1,,,,,0,,0,,,,,0,0,0,0,0,,0,1,0,,0,,,1,0,0,,0,,1,,,0,,,,,,,,,0,,1,0,0,0,0,,0,,,1,0,0,,0,0,0,,,,,,,,,,,,0,0,0,1,1,1,,,,0,,,1,0,,,,,0,0,,,0,0,0,
map#ded25d5ddc56d4a1,d54rok92b.mdl,,,0,,,,1,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,-1,,,,,,,-1,,,,,,,,,,,,,,,,,,-1,,,,,,,-1,,,,-1,,,,0,,0,0,0,0,,0,0,0,0,0,,0,1,0,,0,,,0,0,0,,0,,0,,,1,,,,,0,,0,,0,,1,0,0,0,0,,0,0,,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,1,0,0,0,,,1,,,0,1,,,,,0,0,,,0,0,0,0
map#ded6de601106eeb6,d51etc65.mdl,,,1,,,,1,-1,,,,,,,,,-1,,,,,,,,,,,-1,,,,,,,,-1,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,-1,,,,,,,-1,,,,,,,,1,,0,0,0,0,,0,0,0,0,0,0,0,1,0,,0,,,0,0,0,0,0,,1,,,1,,,,,0,,0,,0,,0,0,0,0,0,,1,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,1,0,0,0,,,1,,,0,0,,,,,0,0,,,0,0,0,0
map#df1a7a1354d50601,e31evt10.mdl,g00evt21.mdl,g00evt21.mdl,1,,,,0,,,,,,,,,,-1,,,-1,,,,-1,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,-1,,,,,,-1,-1,,,,,,,,,,,,-1,,,,,,,,,,,,,,,0,,0,,,,,0,0,0,1,1,,0,1,0,,1,,,0,0,1,,0,,0,,,0,,,,,,,,,0,,0,0,0,0,0,,1,,,0,0,0,,1,1,0,,,,,,,,,,,,0,0,0,1,0,0,,,,0,,,0,0,,,,,0,1,,,0,0,0,
map#df9e53b217df9d06,c26hou00.mdl,,,1,,,,1,,,,,,,,,,-1,-1,,,,-1,-1,,,-1,,,,,,,,,,-1,,,,,,,,-1,,,-1,,-1,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,0,,0,0,0,0,,0,0,0,0,0,,0,1,1,,0,,,1,1,0,,1,,0,,,1,,,,,0,,0,,1,,0,1,0,1,0,,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,1,0,0,0,,,0,,,0,0,,,,,0,0,,,0,0,0,0
map#dfafba5a24b1ac41,c2400.mdl,,,0,,1,,1,,,,,,,,,,-1,-1,,,,-1,,,,-1,,,,,,,,,,,,,,,,,,,,-1,,,,,,,-1,,,,,-1,,,,-1,,,,,,,,,-1,,,,,,,,,,-1,,,,,0,,0,0,0,0,,0,0,0,0,0,0,0,1,1,,0,,,1,0,0,0,1,,0,,,0,,,,,0,,0,,0,,1,0,0,0,0,,0,0,,1,0,0,,1,0,0,0,0,1,0,0,0,0,0,,,,0,0,0,1,0,0,0,,,0,,,1,0,,,,,0,0,,,0,0,0,0
map#dfe5a79c9f94f8a6,c00lig02b.mdl,,,0,,,,1,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,-1,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,-1,,,,0,,0,0,0,0,,0,0,0,0,0,0,0,1,0,,0,,,0,0,0,0,0,,0,,,0,,,,,0,,0,,0,,0,0,0,1,0,,0,0,,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,1,0,0,0,,,0,,,0,1,,,,,0,0,,,0,0,0,0
map#e04afec8989ecdfe,,a3200.mdl,,0,,,,1,,,,,,,,,,-1,-1,,-1,,,,,,-1,,,,-1,,,,,,,,,,,,,,,,-1,-1,-1,-1,,,,-1,-1,-1,,,,,,,,,,,,,,,,-1,,,,,-1,,-1,,,-1,,,,,0,,0,,,,,0,0,1,0,0,,0,1,1,,1,,,0,0,0,,1,,0,,,0,,,,,,,,,0,,1,1,1,1,0,,0,,,1,1,1,,0,0,0,,,,,,,,,,,,0,1,0,1,0,0,,,,1,,,1,0,,,,,0,0,,,0,0,0,
map#e05d2c9d423cc629,d30hou08.mdl,,d30hou08.mdl,1,,,,1,,,,,,,,,,-1,-1,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,-1,,,-1,,,,-1,,,,,,,,,,,,,,,,,,-1,,,,,,,-1,,,,,,,,0,,0,0,,,,0,0,0,0,0,,0,1,1,,0,,,1,0,0,,0,,0,,,0,,,,,,,,,0,,1,0,0,1,0,,0,,,1,0,0,,0,0,0,,,,,,,,,,,,0,0,0,1,0,0,0,,,1,,,0,0,,,,,0,0,,,0,0,0,0
map#e063c9c62a4c1b11,d7000.mdl,c0420.mdl,c0450.mdl,1,,,,0,,,,,,,,,,-1,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,-1,,,,,,,,0,,0,,,,,0,0,0,0,0,,0,1,0,,0,,,0,0,0,,1,,0,,,0,,,,,,,,,0,,0,0,0,0,0,,0,,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0,1,0,0,,,,1,,,0,0,,,,,0,0,,,0,0,0,
map#e07a0630945fce56,g04kag28.mdl,,,1,,,,0,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,,1,,,0,,,,,0,,0,,0,,0,0,0,0,0,,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,1,0,0,0,0,,,0,,,0,0,,,,,0,0,,,0,0,0,0
map#e092c672bc9268be,t2010.mdl,m3400.mdl,,1,,,,1,,,,,,,,,,-1,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,-1,,,-1,,,,,,,,,,,,,,,,,,,,,,-1,,,,,-1,,,,,,,,,,0,,0,,,,,0,0,0,0,0,,0,1,0,,0,,,0,0,0,,1,,0,,,0,,,,,,,,,0,,1,0,0,1,0,,0,,,0,0,0,,0,0,0,,,,,,,,,,,,0,1,0,1,0,0,,,,0,,,0,0,,,,,0,0,,,0,0,0,
map#e0a303c3c4f60d5c,e09eat33.mdl,e09eat33.mdl,e09eat33.mdl,1,,,,1,,,,,,,,,,-1,,,,,-1,,,,,,-1,,,,,,,,,,,,,,,,,,-1,,,,,,,-1,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,0,,0,,,,,0,0,0,0,0,,0,1,0,,0,,,1,0,0,,0,,1,,,0,,,,,,,,,0,,1,0,0,0,0,,0,,,1,0,0,,0,0,0,,,,,,,,,,,,0,0,0,1,0,0,,,,0,,,0,0,,,,,0,0,,,0,0,0,
map#e0e960a301707a05,d03plt23.mdl,g00plt34.mdl,g00plt16d.mdl,1,,,,0,-1,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,-1,,,,,,,,,,,,,,1,,0,,,,,0,0,0,0,0,,0,1,0,,0,,,0,0,0,,0,,0,,,0,,,,,,,,,0,,0,0,0,0,0,,0,,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,1,0,1,0,,,,0,,,0,0,,,,,0,0,,,0,0,0,
map#e0f6bbbe7feb4e7a,c24lig00.mdl,g04eat30.mdl,g04eat30.mdl,1,,,,1,-1,,,,,,,,,-1,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,-1,,,-1,,,,-1,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,1,,0,,,,,0,0,0,0,0,,0,1,0,,0,,,0,0,0,,0,,1,,,0,,,,,,,,,0,,1,0,0,1,0,,0,,,1,0,0,,0,0,0,,,,,,,,,,,,0,0,0,1,0,0,,,,0,,,0,0,,,,,0,0,,,0,0,0,
map#e0fa9aa4409ed811,t7020b.mdl,,,1,,,,1,,,,,,,,,,-1,-1,,,,,,,,-1,,,,,,,,,,-1,,,,,,,,-1,,,-1,,-1,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,-1,,,,,0,,0,0,0,0,,0,0,0,0,0,0,0,1,1,,0,,,0,0,0,0,1,,0,,,1,,,,,0,,0,,1,,0,1,0,1,0,,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,1,0,0,0,,,0,,,1,0,,,,,0,0,,,0,0,0,0
map#e114280bbd38841a,l1_vplane060.mdl,,,1,,,,1,,,,,,,,,,-1,-1,,,,-1,,,,,,,,,,,,,,-1,,,,,,,,,,-1,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,0,,0,0,0,0,,0,0,0,0,0,,0,1,1,,0,,,1,0,0,0,0,,0,,,1,,,,,0,,0,,0,,1,0,0,0,0,,1,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,,0,,,0,1,,,,,0,0,,,0,0,0,0
map#e19c1ad44d9627e2,c02lig03c.mdl,c02lig03c.mdl,c02lig03c.mdl,1,,,,0,,,,,,,,,,-1,,,,,-1,,,,,,,,,,,,,,-1,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,0,0,0,0,0,,0,1,0,,0,,,1,0,0,,0,,0,,,1,,,,,,,,,0,,1,0,0,0,0,,0,,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,,,,0,,,0,0,,,,,0,0,,,0,0,0,
