shader,000_KX,Light_Directional_use_implicit_lighting,SPECULARMODE,SWITCH_ALPHATEST,SWITCH_BILLBOARD,SWITCH_BILLBOARDY,SWITCH_BILLBOARDY_PAT_S,SWITCH_CRYSTAL,SWITCH_DEPTHALPHA,SWITCH_DIFFUSEMAP0,SWITCH_DIFFUSEMAP1,SWITCH_DIFFUSEMAP2,SWITCH_DIFFUSEMAPCOLOR0,SWITCH_DIFFUSEMAPCOLOR1,SWITCH_DIFFUSEMAPCOLOR2,SWITCH_DITHERDISABLE,SWITCH_DOUBLESIDE,SWITCH_DUDVENABLE0,SWITCH_DUDVENABLE1,SWITCH_DUDVENABLE2,SWITCH_DUDVMAP,SWITCH_DUDVMAP0,SWITCH_EDGEBIAS_TEX0_ALPHA,SWITCH_GLOW,SWITCH_GLOWMAP0,SWITCH_HIGHLIGHT,SWITCH_MASKMAP0,SWITCH_MASKMAP1,SWITCH_MASKMAP2,SWITCH_METAL,SWITCH_MIRROR,SWITCH_NOLIGHT,SWITCH_NOMAPCOLOR,SWITCH_NORMALMAP0,SWITCH_NORMALMAP1,SWITCH_NORMALMAP2,SWITCH_REFLECTION,SWITCH_REFRACTION,SWITCH_RIMALPHA,SWITCH_SHADOWONLY,SWITCH_SHADOWRECEIVE,SWITCH_SHAKING,SWITCH_SHAKINGVCOLOR,SWITCH_SHARDSEARCH,SWITCH_SILHOUETTE,SWITCH_SPHEREMAP,SWITCH_TOONMAP,SWITCH_TOONMASK,SWITCH_USECALC,SWITCH_VERTEXCOLOR,SWITCH_VERTEXCOLOR0,SWITCH_VERTEXCOLOR1,SWITCH_WAVEVERTEX,SWITCH_ZPREPASS,Switch_AlphaTest,Switch_Billboard,Switch_BillboardY,Switch_BillboardY_Pat,Switch_BillboardY_Pat_S,Switch_Crystal,Switch_DUDVEnable0,Switch_DUDVEnable1,Switch_DUDVEnable2,Switch_DUDVMap,Switch_DepthAlpha,Switch_DiffuseMap0,Switch_DiffuseMap1,Switch_DiffuseMap2,Switch_DiffuseMapColor0,Switch_DiffuseMapColor1,Switch_DiffuseMapColor2,Switch_DitherDisable,Switch_DoubleSide,Switch_DudvMap0,Switch_EdgeBias_Tex0_Alpha,Switch_Glow,Switch_GlowMap0,Switch_GlowMap1,Switch_HighLight,Switch_MaskMap0,Switch_MaskMap1,Switch_MaskMap2,Switch_Metal,Switch_Mirror,Switch_NoLight,Switch_NoMapColor,Switch_NormalMap0,Switch_NormalMap1,Switch_NormalMap2,Switch_Reflection,Switch_Refraction,Switch_RimAlpha,Switch_ShadowOnly,Switch_ShadowReceive,Switch_Shaking,Switch_ShakingVColor,Switch_ShardSearch,Switch_Silhouette,Switch_SphereMap,Switch_ToonMap,Switch_ToonMask,Switch_UseCalc,Switch_VertexColor,Switch_VertexColor0,Switch_VertexColor1,Switch_WaveVertex,Switch_ZPrePass,TEX1BLENDMODE,TEX2BLENDMODE,TEX4BLENDMODE,frozen,isShadowEnable_g,isSwatchRender_g,lightEnable_g,postTransparent_g
map#a77190717c1a13a2,c07obj06e.mdl,1,1,,,,,,,-1,-1,,,-1,,,,,,,,,,,,,-1,,,,,,,-1,,,,,,,-1,,,,,,-1,,,,-1,,,,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,,,0,,,,1,0,0,0,0,0,0,1,0,0,,,0,0,1,0,0,0,,,1,,,,1,0,,0,0,0,,0,0,0,0,0
map#a7a26e1b2a035118,c0014.mdl,1,1,,,,,,,-1,,,-1,,,,,,,,,,,,,,-1,,,-1,,,,,,,,,,,-1,,,,,,-1,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,,,0,,,,1,0,0,1,0,0,0,0,0,0,,,0,0,1,0,0,0,,,1,,,,0,0,,0,0,0,,0,0,0,0,0
map#a7f058fb32982bbc,d00gim03.mdl,1,0,,-1,,,,,-1,,,,,,,,-1,,,-1,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,-1,,,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,,,0,,,,0,0,0,0,0,1,0,0,0,0,,,0,0,0,0,0,0,,,0,,,,0,1,,0,0,0,,0,0,0,0,0
map#a83a57a342f7d5bd,b05obj20z.mdl,1,0,,,,,,,-1,-1,,,-1,,,,-1,-1,,-1,,,-1,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,1,0,0,0,,,1,,,,0,0,0,0,0,0,0,0,0,0,,,0,0,1,0,0,0,,,0,,,,0,0,,0,2,0,,0,0,0,0,0
map#a83d8eef6363ada3,c00plt02.mdl,1,0,-1,-1,,,,,-1,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,,,0,,,,0,0,0,0,0,0,0,0,0,0,,,0,0,1,0,0,0,,,0,,,,0,0,,0,0,0,,0,0,0,0,0
map#a86a8407ea97ecf8,d03etc00.mdl,1,1,-1,,,,,,-1,,,,,,-1,-1,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,,,0,,,,0,0,0,0,0,1,0,0,0,0,,,0,0,0,0,0,0,,,0,,,,0,0,,,0,0,,0,0,0,0,0
map#a8866b88996145d2,c0000c.mdl,1,1,,,,,,,-1,-1,,-1,,,,,,,,,,,,,,-1,-1,,-1,,,,-1,-1,,,,,,-1,,,,,,-1,,,,-1,-1,,,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,,,0,,,,1,1,0,1,0,0,0,1,1,0,,,0,0,1,0,0,0,,,1,,,,1,1,,0,0,0,,0,0,0,0,0
map#a8b9eb0baf9ad2dc,a06tre01.mdl,1,1,,,,,,,-1,,,,,,,-1,,,,,,,,,,-1,,,,,,,-1,,,,,,,-1,,,,,,-1,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,,,0,,,,1,0,0,0,0,0,0,1,0,0,,,0,0,1,0,0,0,,,1,,,,0,0,,,0,0,,0,0,0,0,0
map#a9515d8616b69218,c06hou06.mdl,1,1,,,,,,,-1,,,,,,,-1,,,,,,,,,,-1,,,-1,,,,,,,,,,,-1,,,,,,-1,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,,,0,,,,1,0,0,1,0,0,0,0,0,0,,,0,0,1,0,0,0,,,1,,,,0,0,,,0,0,,0,0,0,0,0
map#a96f1317b8230639,d10hou20w.mdl,0,1,,,,,,,-1,-1,,-1,-1,,,,,,,,,,,,,-1,,,,,,,-1,,,,,,,-1,,,,,,-1,,,,-1,,,,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,,,0,,,,1,0,0,0,0,0,0,1,0,0,,,0,0,1,0,0,0,,,1,,,,1,0,,0,0,0,,0,0,0,0,0
map#a9ded7413f01ed16,c0100b.mdl,1,1,-1,,,,,,-1,-1,,,,,,,,,,,,,,,,-1,-1,,-1,,,,-1,,,,,,,-1,,,,,,-1,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,,,0,,,,1,1,0,1,0,0,0,1,0,0,,,0,0,1,0,0,0,,,1,,,,0,0,,0,2,0,,0,0,0,0,0
map#aa0c6ef2b92be454,ef_obj_p002.mdl,1,1,,,,,,,-1,-1,-1,,-1,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,-1,,,,,-1,,,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,,,0,,,,0,0,0,0,0,0,0,1,0,0,,,0,0,0,0,0,0,,,1,,,,0,1,,,1,1,,0,0,0,0,0
map#aaa1caf9f9bdc2dd,s00gate00.mdl,1,1,,,,,,,-1,,,,,,,,,,,,,,-1,,,-1,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,1,,,,1,0,0,0,0,0,0,1,0,0,,,0,0,0,0,0,0,,,0,,,,0,0,,0,0,0,,0,0,0,0,0
map#aae445938c86a649,d02rok00z.mdl,1,1,,,,,,,-1,-1,,,-1,,,,-1,-1,,-1,,,-1,,,-1,,,,,,,-1,,,,,,,-1,,,,,,-1,,,,,,,,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,1,0,0,0,,,1,,,,1,0,0,0,0,0,0,1,0,0,,,0,0,1,0,0,0,,,1,,,,0,0,,,1,0,,0,0,0,0,0
map#aba1ae8c73de49f4,c06hou07.mdl,1,1,-1,,,,,,-1,,,-1,,,,,,,,,,,,,,-1,,,,,,,-1,,,,,,,-1,,,,,,-1,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,,,0,,,,1,0,0,0,0,0,0,1,0,0,,,0,0,1,0,0,0,,,1,,,,0,0,,0,0,0,,0,0,0,0,0
map#abbb9dc87222d594,s00brk50.mdl,1,1,,,,,,,-1,,,,-1,,,,,-1,,,,,,,,-1,,,,,,,-1,,,,,,,-1,,,,,,-1,,,,,-1,,,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,,,0,,,,1,0,0,0,0,0,0,1,0,0,,,0,0,1,0,0,0,,,1,,,,0,1,,0,1,0,,0,0,0,0,0
map#abd10acf17741848,e0600.mdl,1,1,,,,,,,-1,-1,-1,,,-1,,,,,,,,,,,,-1,-1,-1,,,,,-1,-1,-1,,,,,-1,,,,,,-1,,,,-1,-1,,,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,,,0,,,,1,1,1,0,0,0,0,1,1,1,,,0,0,1,0,0,0,,,1,,,,1,1,,0,0,0,,0,0,0,0,0
map#abf375b85dc14fd5,c0000b.mdl,1,1,,,,,,,-1,-1,,,,,,,,,,,,,,,,-1,-1,,-1,,,,-1,,,,,,,-1,,,,,,-1,,,,,-1,,,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,,,0,,,,1,1,0,1,0,0,0,1,0,0,,,0,0,1,0,0,0,,,1,,,,0,1,,0,2,0,,0,0,0,0,0
map#accecf7ca5f5f7ae,c05hou00_01.mdl,1,1,,,,,,,-1,-1,,,,,,,,,,,,,-1,,,-1,,,-1,,,,-1,,,,,,,-1,,,,,,,,,,-1,,,,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,,,1,,,,1,0,0,1,0,0,0,1,0,0,,,0,0,1,0,0,0,,,0,,,,1,0,,,0,0,,0,0,0,0,0
map#acee5d3a071649dd,d05lig00.mdl,1,0,-1,,,,,,-1,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,,,0,,,,0,0,0,0,0,0,0,0,0,0,,,1,0,0,0,0,0,,,0,,,,0,0,,0,0,0,,0,0,0,0,0
map#acfc3f0f18ca6f90,d00etc00b.mdl,1,1,,,,,,,-1,-1,,,,,,,,,,,,,-1,,,-1,,,-1,,,,-1,,,,,,,-1,,,,,,-1,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,,,1,,,,1,0,0,1,0,0,0,1,0,0,,,0,0,1,0,0,0,,,1,,,,0,0,,,1,0,,0,0,0,0,0
map#ad417723006781c8,a06par_gim06.mdl,1,0,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,0,,,,0,0,0,0,0,1,0,0,0,0,,,0,0,0,0,0,0,,,0,,,,0,0,,0,0,0,,0,0,0,0,0
map#ad4fb2291bb1cf1b,c0100c.mdl,1,1,,,,,,,-1,-1,,-1,-1,,,,,,,,,,,,,-1,-1,,-1,,,,-1,,,,,,,-1,,,,,,,,,,-1,,,,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,,,0,,,,1,1,0,1,0,0,0,1,0,0,,,0,0,1,0,0,0,,,0,,,,1,0,,0,0,0,,0,0,0,0,0
map#ad51e7406a63a763,c0300b.mdl,1,1,,,,,,,-1,-1,-1,-1,,,,,,,,,,,,,,-1,,-1,-1,,,,-1,,,,,,,-1,,,,,,-1,,,,-1,,,,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,,,0,,,,1,0,1,1,0,0,0,1,0,0,,,0,0,1,0,0,0,,,1,,,,1,0,,0,0,2,,0,0,0,0,0
map#ad92d64e46d85e6d,c01hou04.mdl,1,1,,,,,,,-1,,,-1,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,,,1,,,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,,0,,,,0,1,,0,0,0,,0,0,0,0,0
map#adc25703b5dd5640,ef_obj_j030.mdl,1,0,,,,,,,-1,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,,,0,,,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,,0,,,,0,1,,0,0,0,,0,0,0,0,0
map#adc9fdd0905476aa,c00etc51.mdl,1,1,,,,,,-1,-1,-1,,,,,,,-1,-1,,-1,,,,,,-1,,,-1,,,,,-1,,,,,,-1,,,,,,,,,,,-1,,,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,,,0,,,,1,0,0,1,0,0,0,0,1,0,,,0,0,1,0,0,0,,,0,,,,0,1,,0,0,0,,0,0,0,0,0
map#add0d1c340cc9abd,c01lig04.mdl,1,1,,,,,,,-1,,,,,,,,,,,,,,-1,,,-1,,,-1,,,,-1,,,,,,,-1,,,,,,-1,,,,,-1,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,1,,,,1,0,0,1,0,0,0,1,0,0,,,0,0,1,0,0,0,,,1,,,,0,1,,,0,0,,0,0,0,0,0
map#aecc63b75a0fb704,d10hex00.mdl,0,0,-1,,,,,,-1,,,,,,,-1,-1,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,,,0,,,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,,0,,,,0,1,,0,0,0,,0,0,0,0,0
map#aeda1c938df3b5d7,d10hou17b.mdl,1,1,,,,,,,-1,,,-1,,,,,-1,,,,,,,,,-1,,,-1,,,,-1,,,,,,,-1,,,,,,-1,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,,,0,,,,1,0,0,1,0,0,0,1,0,0,,,0,0,1,0,0,0,,,1,,,,0,0,,0,0,0,,0,0,0,0,0
map#af34ccceac4c81d3,d10hou00b.mdl,1,0,,,,,,,-1,-1,,,-1,,-1,,-1,-1,,-1,,,-1,,,-1,,,-1,,,,-1,,,,,,,-1,,,,,,,,,,-1,-1,,,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,1,0,1,0,,,1,,,,1,0,0,1,0,0,0,1,0,0,,,0,0,1,0,0,0,,,0,,,,1,1,,0,1,0,,0,0,0,0,0
map#af4a2cc0f3514fb7,e9001.mdl,1,1,,,,,,,-1,-1,,-1,-1,,,,,,,,,,,,,-1,,,,,,,-1,,,,,,,-1,,,,,,-1,,,,-1,,,,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,,,0,,,,1,0,0,0,0,0,0,1,0,0,,,0,0,1,0,0,0,,,1,,,,1,0,,0,2,0,,0,0,0,0,0
map#af77852f755dbc40,c07eat04i.mdl,1,0,,,,,,,-1,,,-1,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,,,0,,,,0,0,0,0,0,0,0,1,0,0,,,0,0,0,0,0,0,,,0,,,,0,0,,,0,0,,0,0,0,0,0
map#b011d2b9938a9a7e,a06par_gim07.mdl,1,1,,,,,-1,,-1,,,,,,,,,,,,,,,,,-1,,,-1,,,,-1,,,,,,,-1,,,,,,-1,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,,0,,,,1,0,0,1,0,0,0,1,0,0,,,0,0,1,0,0,0,,,1,,,,0,0,,0,0,0,,0,0,0,0,0
map#b0c48d2a8e4fe0cf,c02hou00.mdl,1,0,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,0,,,,0,0,0,0,0,0,0,0,0,0,,,0,1,0,0,0,0,,,0,,,,0,0,,0,0,0,,0,0,0,0,0
map#b1c1f95e9e6c371d,c0010.mdl,1,1,,,,,,,-1,,,-1,,,,,,,,,,,-1,,,-1,,,-1,,,,,,,,,,,-1,,,,,,,,,,,-1,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,,,1,,,,1,0,0,1,0,0,0,0,0,0,,,0,0,1,0,0,0,,,0,,,,0,1,,,0,0,,0,0,0,0,0
map#b1ecc8b4ecae741c,c03hou05.mdl,1,1,,,,,,,-1,,,-1,,,,,,,,,,,,,,-1,,,,,,,-1,,,,,,,-1,,-1,,,,-1,,,,-1,-1,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,,,0,,,,1,0,0,0,0,0,0,1,0,0,,,0,0,1,0,1,0,,,1,,,,1,1,,0,2,0,,0,0,0,0,0
map#b289abe17156dcdc,e0100.mdl,1,1,,,,,,,-1,-1,-1,,-1,,,,,,,,,,,,,-1,-1,,,,,,-1,-1,,,,,,-1,,,,,,-1,,,,-1,,,,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,,,0,,,,1,1,0,0,0,0,0,1,1,0,,,0,0,1,0,0,0,,,1,,,,1,0,,0,0,1,,0,0,0,0,0
map#b294ee35254e7a6e,d00gim02.mdl,1,1,,,,,,,-1,,,,,,,,-1,,,-1,,,,,,-1,,,-1,,,,-1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,,,0,,,,1,0,0,1,0,0,0,1,0,0,,,0,0,0,0,0,0,,,0,,,,0,0,,0,0,0,,0,0,0,0,0
map#b31dd1a713b79db7,c0000b.mdl,1,1,,,,,,,-1,-1,,-1,,,,,,,,,,,,,,-1,-1,,-1,,,,-1,,,,,,,-1,,,,,,-1,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,,,0,,,,1,1,0,1,0,0,0,1,0,0,,,0,0,1,0,0,0,,,1,,,,0,0,,0,2,0,,0,0,0,0,0
map#b32b226f6624a6d0,c06hou06.mdl,1,1,,,,,,,-1,-1,,-1,,,,,,,,,,,-1,,,-1,,,-1,,,,-1,,,,,,,,,,,,,-1,,,,-1,,,,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,,,1,,,,1,0,0,1,0,0,0,1,0,0,,,0,0,0,0,0,0,,,1,,,,1,0,,,2,0,,0,0,0,0,0
map#b38db5ab10153035,c0000b.mdl,1,1,,,,,,,-1,-1,-1,-1,-1,,,,,,,,,,,,,-1,-1,-1,-1,,,,-1,-1,,,,,,-1,,,,,,-1,,,,-1,,,,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,,,0,,,,1,1,1,1,0,0,0,1,1,0,,,0,0,1,0,0,0,,,1,,,,1,0,,0,0,2,,0,0,0,0,0
map#b4135ea0bd45f7d2,d10plt00b.mdl,0,0,-1,-1,,,,,-1,,,,,,,,,,,,,,-1,,,-1,,,,,,,-1,,,,,,,-1,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,1,,,,1,0,0,0,0,0,0,1,0,0,,,0,0,1,0,0,0,,,0,,,,0,0,,0,0,0,,0,0,0,0,0
map#b4b25ae073e0edfd,d03plt03z.mdl,1,1,,,,,,,-1,-1,,,-1,,,,-1,-1,,-1,,,-1,,,-1,,,,,,,-1,,,,,,,-1,,,,,,-1,,,,-1,,,,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,1,0,0,0,,,1,,,,1,0,0,0,0,0,0,1,0,0,,,0,0,1,0,0,0,,,1,,,,1,0,,0,1,0,,0,0,0,0,0
map#b4e477983edc6661,c01hou50.mdl,1,1,,,,,,,-1,-1,,,-1,,,,,,,,,,,,,-1,,,-1,,,,,,,,,,,-1,,,,,,,,,,,-1,,,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,,,0,,,,1,0,0,1,0,0,0,0,0,0,,,0,0,1,0,0,0,,,0,,,,0,1,,0,0,0,,0,0,0,0,0
map#b50c6927a13d7536,c06obj24.mdl,1,1,-1,,,,,,-1,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,,,0,,,,0,0,0,0,0,0,0,0,0,0,,,0,1,0,0,0,0,,,0,,,,0,0,,,0,0,,0,0,0,0,0
map#b5185c86244d3fb4,c04hou04.mdl,1,1,,,,,,,-1,,,,,,,,,,,,,,-1,,,-1,,,,,,,-1,,,,,,,-1,,,,,,-1,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,1,,,,1,0,0,0,0,0,0,1,0,0,,,0,0,1,0,0,0,,,1,,,,0,0,,0,2,0,,0,0,0,0,0
map#b53df3ffcf4c411a,d02back00.mdl,1,1,,,,,,,-1,-1,,-1,-1,,,,,,,,,,,,,-1,,,,,,,-1,,,,,,,-1,,,,,,-1,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,,,0,,,,1,0,0,0,0,0,0,1,0,0,,,0,0,1,0,0,0,,,1,,,,0,0,,,1,1,,0,0,0,0,0
map#b5805eec2544c64a,di15gim00.mdl,1,1,,,,,,,-1,-1,,,,,,,,,,,,,-1,,,-1,,,-1,,,,-1,-1,,,,,,-1,,,,,,-1,,,,-1,-1,,,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,,,1,,,,1,0,0,1,0,0,0,1,1,0,,,0,0,1,0,0,0,,,1,,,,1,1,,0,1,0,,0,0,0,0,0
map#b591dd4412d435b8,d0312.mdl,1,1,,,,,,,-1,-1,,-1,-1,,,,,,,,,,,,,-1,-1,,,,,,-1,-1,,,,,,-1,,,,,,-1,,,,-1,,,,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,,,0,,,,1,1,0,0,0,0,0,1,1,0,,,0,0,1,0,0,0,,,1,,,,1,0,,0,0,0,,0,0,0,0,0
map#b592fdfbc3e6fd64,b03rok00z.mdl,1,1,,,,,,,-1,-1,-1,,,-1,,,-1,-1,-1,-1,,,,,,-1,-1,,,,,,-1,-1,,,,,,-1,,,,,,-1,,,,-1,,,,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0,1,0,0,,,0,,,,1,1,0,0,0,0,0,1,1,0,,,0,0,1,0,0,0,,,1,,,,1,0,,0,0,1,,0,0,0,0,0
map#b59fd789078f38f0,di15etc03.mdl,1,1,,,,,,,-1,-1,,,,,,,,,,,,,-1,,,-1,-1,,-1,,,,-1,,,,,,,-1,,,,,,-1,,,,-1,,,,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,,,1,,,,1,1,0,1,0,0,0,1,0,0,,,0,0,1,0,0,0,,,1,,,,1,0,,0,1,0,,0,0,0,0,0
map#b5b40f74caed6de5,c0020.mdl,1,1,,,,,,,-1,-1,,,-1,,,,,-1,,-1,,,,,,-1,,,-1,,,,-1,,,,,,,-1,,,,,,-1,,,,,-1,,,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,,,0,,,,1,0,0,1,0,0,0,1,0,0,,,0,0,1,0,0,0,,,1,,,,0,1,,0,1,0,,0,0,0,0,0
map#b5cd585919463b2c,c0300.mdl,1,0,-1,,,,,,-1,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,,,0,,,,0,0,0,0,0,0,0,0,0,0,,,0,0,1,0,0,0,,,0,,,,0,0,,0,0,0,,0,0,0,0,0
map#b5e17c5f5ed41834,c00etc52b.mdl,1,1,,,,,,,-1,-1,-1,,,,,,,,,,,,,,,-1,-1,-1,-1,,,,-1,-1,,,,,,-1,,,,,,-1,,,,-1,,,,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,,,0,,,,1,1,1,1,0,0,0,1,1,0,,,0,0,1,0,0,0,,,1,,,,1,0,,0,0,2,,0,0,0,0,0
map#b5e42c3b06d90f20,s00gate01.mdl,1,0,,,,,,,-1,-1,-1,-1,-1,,,,-1,-1,-1,-1,,,-1,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,-1,,,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,0,0,0,,,1,,,,0,0,0,0,0,1,0,0,0,0,,,0,0,0,0,0,0,,,0,,,,0,1,,0,0,3,,0,0,0,0,0
map#b61cdac123272ad0,e03lig02.mdl,1,1,,,,,,,-1,,,,,,,,,,,,,,-1,,,,,,,,-1,,,,,,,,,,,,,,,-1,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,1,,,,0,0,0,0,0,1,0,0,0,0,,,0,0,0,0,0,0,,,1,,,,0,0,,0,2,0,,0,0,0,0,0
map#b68dbebc0b0c66f7,c01obj05.mdl,1,1,,,,,,,-1,-1,,,,,,,,,,,,,,,,-1,,,,,,,-1,,,,,,,-1,-1,-1,,,,-1,,,,-1,,,,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,,,0,,,,1,0,0,0,0,0,0,1,0,0,,,0,0,1,1,1,0,,,1,,,,1,0,,0,2,0,,0,0,0,0,0
map#b6a131b9efe9908e,c01hou50.mdl,1,1,,,,,,,-1,-1,,-1,,,,,,,,,,,,,,-1,,,-1,,,,,,,,,,,,,,,,,,,,,-1,-1,,,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,,,0,,,,1,0,0,1,0,0,0,0,0,0,,,0,0,0,0,0,0,,,0,,,,1,1,,0,0,0,,0,0,0,0,0
map#b6b4a73d27cec296,c06plt03.mdl,0,0,-1,,,,,,-1,,,-1,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,,,,,-1,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,,,0,,,,0,0,0,0,0,0,0,0,0,0,,,0,0,1,1,0,0,,,1,,,,0,0,,,0,0,,0,0,0,0,0
map#b6bc9e5d60e22f4e,d0000a.mdl,1,1,,,,,,,-1,-1,-1,-1,-1,,,,,,,,,,,,,,,-1,-1,,,,-1,,-1,,,,,-1,,,,,,-1,,,,,-1,,,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,,,0,,,,0,0,1,1,0,0,0,1,0,1,,,0,0,1,0,0,0,,,1,,,,0,1,,0,1,0,,0,0,0,0,0
